id,createdDate,updatedDate,version,authorizationId,agentId,storageAggregatorId,type
da26769e-1132-4e85-9a78-6ef5c4c9020c,"2024-08-28 15:02:15.589588","2024-08-28 15:02:15.589588",1,7495b21b-de15-484c-bd02-d6ed96dcfd3a,b43dce41-3efd-4c0d-905e-202a3bc5f40d,7e175966-2f61-4963-b632-f0ceddbeb26f,NULL
ff2fa0bd-e34f-46f1-98dc-4f606dc19620,"2024-05-28 08:21:54.853471","2024-06-28 14:12:21.112295",2,59f70e22-162d-495c-b093-2289eaf24a5b,e897d0e2-031e-4921-a5e2-c330bb1fed17,07093537-567f-4df4-b21b-1f4cf2d1902e,NULL
