id,createdDate,updatedDate,version,credentialRules,verifiedCredentialRules,anonymousReadAccess,privilegeRules,type
820502a9-50c9-4462-a82d-4001f5d4603f,"2024-08-20 08:37:08.783278","2024-08-20 08:37:08.783278",1,,,0,,ai-persona-service
82c814cc-6a86-41b1-8a0f-36526817a649,"2024-08-21 07:40:50.999426","2024-08-21 07:40:50.999426",1,,,0,,ai-persona-service
8837118f-37bd-4479-b579-c73a5b0d8136,"2024-08-12 07:30:09.458870","2024-08-16 15:22:35.275768",1,,,0,,agent
89505b00-d652-4479-afc2-ebd1a776e124,"2024-08-14 06:38:51.669451","2024-08-16 15:25:02.040319",1,,,0,,tagset
8a5e0beb-8594-4d60-aec8-0c7a752b486b,"2024-08-09 16:01:26.356516","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
8acd82b3-c235-4280-9b84-b2e25d80c8b2,"2024-08-09 13:57:18.509710","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
8b07fc90-4b08-4501-a6db-d477b75fee54,"2024-08-14 06:48:28.024973","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
8b1009bb-a9ce-4a7c-82be-4acf6187b64e,"2024-08-20 14:11:33.759884","2024-08-20 14:11:33.759884",1,,,0,,tagset
8d43aeef-473a-40b2-a67a-8e724ee79d30,"2024-08-13 14:26:31.969504","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
8f602eef-c73e-4fd2-a125-14792e0004d5,"2024-08-14 06:38:51.060840","2024-08-16 15:25:47.875170",1,,,0,,visual
903158ae-501c-4297-b593-21fe11b3daa3,"2024-08-14 06:39:23.818161","2024-08-16 15:25:47.875170",1,,,0,,visual
906b4761-fa21-4417-8928-d1641e2692f4,"2024-08-14 06:38:51.655483","2024-08-16 15:27:33.004339",1,,,0,,template
90ae4b30-e5a8-402f-b187-f7ee03bf1ddb,"2024-08-14 06:39:24.168907","2024-08-16 15:25:47.875170",1,,,0,,visual
941111f2-6a09-4a8c-8911-9bbe7d64098e,"2024-08-14 06:38:51.662368","2024-08-16 15:24:13.529893",1,,,0,,profile
9b9003c8-1950-4666-ac91-b13c44d7fd65,"2024-08-12 08:04:10.533678","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
9d1ea7db-7735-4eb1-a026-777e184a779e,"2024-08-14 06:38:51.358619","2024-08-16 15:27:31.789106",1,,,0,,template
9fb9c367-cbe1-4222-a8c7-c8db20f851c2,"2024-08-12 13:05:21.614571","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
a0ca5916-7e9e-4d6c-a3cc-bfc518d8d35d,"2024-08-13 15:39:47.637288","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
a1ed30c0-47d0-4bf4-b990-42513159049a,"2024-08-14 06:39:23.889579","2024-08-16 15:27:06.779148",1,,,0,,storage-bucket
a2340575-3372-4f2d-899b-f022243396e1,"2024-08-19 08:00:16.271959","2024-08-19 08:00:16.271959",1,,,0,,template
a90db9d8-01db-48a8-b5b0-4486af177f80,"2024-08-14 06:39:24.161705","2024-08-16 15:25:10.104761",1,,,0,,tagset
b2a3ce6a-588e-4a02-bf19-f0aef5562361,"2024-08-14 06:39:23.650635","2024-08-16 15:24:17.255726",1,,,0,,profile
b2be1b2e-66a6-412a-ac20-04b205e02ea1,"2024-08-12 07:27:40.223162","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
b35fed15-c4b8-4940-9d2c-0445da0bb605,"2024-08-14 06:38:51.366083","2024-08-16 15:24:17.255726",1,,,0,,profile
b8be3e6f-35ce-49b1-884d-651276c408f9,"2024-08-14 06:39:24.628349","2024-08-16 15:26:33.636133",1,,,0,,space-defaults
b917b366-42af-40e5-ba32-a9823af52290,"2024-08-09 10:40:51.960869","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
bc35f566-1345-4f32-b7ca-13a1e16538d3,"2024-08-12 06:50:30.286473","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
bc62f58d-feaf-401b-a1cc-1c794dba5f93,"2024-08-14 08:49:07.537971","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
bf5b6425-eb32-43d9-9779-886c26de7f8c,"2024-08-14 06:38:51.225049","2024-08-16 15:25:14.778329",1,,,0,,tagset
bf72d8a3-5083-4848-8f9d-4b892d2116fb,"2024-08-14 06:39:23.731512","2024-08-16 15:27:12.445614",1,,,0,,storage-bucket
bfe29f58-7129-4707-8cc4-1d0cc84f8e52,"2024-08-12 07:25:28.580137","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
c00a2a91-6c4b-4ed6-8b4b-b67b00d68ce1,"2024-09-10 10:01:56.508357","2024-09-10 10:01:56.508000",1,,,0,,agent
c025515e-8b6e-49f2-bc2d-3c103b561edc,"2024-08-09 08:53:41.640961","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
c273abe0-36bf-420c-88f9-c360ef7f2cf5,"2024-08-14 06:39:23.974456","2024-08-16 15:27:31.789106",1,,,0,,template
c27e53d2-fb2a-4b55-8ff7-cfbc97639e01,"2024-08-12 13:08:19.980328","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
c49e8f9e-6fb4-430b-9219-09de3321cdd8,"2024-08-14 06:38:51.962502","2024-08-16 15:22:35.275768",1,,,0,,agent
c67a41d3-463b-4481-bb9d-104676aafc4b,"2024-08-12 09:40:21.798396","2024-08-16 15:22:35.378125",1,,,0,,agent
c92d278e-d27e-4ce5-bed0-188e81787173,"2024-08-14 06:39:23.565898","2024-08-16 15:27:13.786696",1,,,0,,storage-bucket
cbec7464-437a-461d-bed4-639f5878a1a4,"2024-08-19 07:45:38.069233","2024-08-19 07:45:38.069233",1,,,0,,tagset
ce4857b6-0cc3-4684-a896-c78243ceaa2e,"2024-08-14 06:39:24.077648","2024-08-16 15:27:13.786696",1,,,0,,storage-bucket
ce4e7eed-c769-4eac-aff2-e15188d2f5c7,"2024-08-12 07:32:25.172308","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
d045b497-a71a-44c9-a0f3-631f11949655,"2024-08-21 08:43:51.124707","2024-08-21 08:43:51.124707",1,,,0,,template
d0ea8556-2c4b-4f94-bcf7-bc37d7ef7d2b,"2024-08-09 08:50:07.232990","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
d1c44f1d-ef1f-4e39-b6d4-ad9d76959e93,"2024-08-12 14:11:01.681851","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
d317dfd1-23a6-4db7-b0e6-f0cf9b82e022,"2024-08-20 13:38:22.759468","2024-08-20 13:38:22.759468",1,,,0,,tagset
d8bcb59b-de33-4455-8540-698d7a4b29cd,"2024-08-14 06:39:23.984710","2024-08-16 15:24:24.144387",1,,,0,,profile
dea5f9e4-5193-4d99-be8a-8ca63fe29719,"2024-08-14 06:38:51.296906","2024-08-16 15:27:17.386463",1,,,0,,storage-bucket
df5090fe-1798-45c7-a2e7-5b7d10f2a974,"2024-08-09 08:32:07.829584","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
e13bdfd2-1cad-4cfa-b4e2-bc016d2cc437,"2024-08-14 06:38:51.053369","2024-08-16 15:25:23.606180",1,,,0,,tagset
e4ad747b-42de-4d98-b5f2-e75b43909ef2,"2024-08-14 06:38:51.969015","2024-08-16 15:26:33.636133",1,,,0,,space-defaults
e87466e4-61a9-4a96-a8e1-42843e770830,"2024-08-09 15:08:49.141608","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
ea757da8-0334-4fe5-97b1-fd39cd79f3b0,"2024-08-12 06:53:34.977820","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
eb08a517-5e36-4748-a8d2-4596e2662c8b,"2024-08-14 06:39:23.804054","2024-08-16 15:24:26.601892",1,,,0,,profile
ebfe788e-cb53-4bb3-a450-46c97baa22b4,"2024-08-14 06:39:24.243170","2024-08-16 15:27:19.317764",1,,,0,,storage-bucket
ef8bc559-59bd-4e4f-8530-acc0775b9216,"2024-08-12 09:43:27.424295","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
efce5bc3-0234-4ae7-b111-b7e9e88739a1,"2024-08-14 06:39:24.147931","2024-08-16 15:27:35.174766",1,,,0,,template
eff4d943-e835-4d60-b365-6dd8cecb7971,"2024-08-12 13:21:59.758584","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
f128f1e5-9eec-423f-bae1-ff98522d12bd,"2024-08-14 06:39:23.811234","2024-08-16 15:25:26.403053",1,,,0,,tagset
f339d31b-ac28-445e-b2fa-e8fe0d59406f,"2024-08-12 07:24:42.134615","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
f716c7d2-51aa-49c1-b615-7c8bffc0ec96,"2024-08-12 09:19:16.328521","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
f7d01b08-60d1-40cb-897b-caa5d8581ea6,"2024-08-09 15:53:38.593796","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
f8d0975d-8a6b-4eed-a884-a3ccbaecfb88,"2024-08-20 13:38:11.020565","2024-08-20 13:38:11.020565",1,,,0,,tagset
fa256a6d-5c77-428e-952d-a97f85b9a003,"2024-08-14 06:38:51.676650","2024-08-16 15:25:59.012748",1,,,0,,visual
fd653353-aec6-4d03-9570-d113d5bfbc0a,"2024-08-13 15:38:49.008955","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
fda47e9d-4bd5-434d-aa10-bb4b69213120,"2024-08-14 06:38:51.036026","2024-08-16 15:27:31.789106",1,,,0,,template
fe5ae542-73f5-4684-9f90-171af449d18b,"2024-08-14 06:38:51.372832","2024-08-16 15:25:28.409492",1,,,0,,tagset
ffe83c98-de2b-46a2-b17d-b761e0c96892,"2024-08-13 14:25:33.465733","2024-08-16 15:27:35.935458",1,,,0,,ai-persona-service
