rowId,id,createdDate,updatedDate,version,triggeredBy,collaborationID,resourceID,description,type,parentID,messageID,visibility
2624,ec2f360e-cd64-4cff-823a-fbedb2ce3588,"2022-09-15 13:12:12.961796","2022-09-15 13:12:12.961796",1,c39563e0-752f-4f53-ad19-6f4f926ae86c,b41dfc0a-05ba-44c0-a1ea-834b17ea50eb,87178f23-0f4c-4caa-989f-a88f2f06d7a4,"[Callout] New Callout published: 'HA callout - 23'",callout-published,NULL,NULL,1
2652,ee753572-4680-43f3-bb42-f53b6b4270d8,"2022-09-15 13:12:57.249818","2022-09-15 13:12:57.249818",1,c39563e0-752f-4f53-ad19-6f4f926ae86c,b41dfc0a-05ba-44c0-a1ea-834b17ea50eb,afb8df1d-74d0-4481-81c2-dd8885b95861,"[Callout] New Callout published: 'canvas callout'",callout-published,NULL,NULL,1
2674,f011179b-3894-42a6-ac67-1885c188c0e0,"2022-09-19 07:51:12.677457","2022-09-19 07:51:12.677457",1,d76aad8b-c176-4786-9564-eb17c3d70f1c,c046f3a7-f1ae-491e-ac73-14058cf67824,bd989f25-842e-49aa-8b68-8ab2ada76340,"[Community] New member: Evgeni Personal",member-joined,NULL,NULL,1
2678,f0620aed-2a01-4162-9ee4-11e5cc6f60f0,"2022-09-15 11:23:26.263935","2022-09-15 11:23:26.263935",1,4bfed890-b89c-4dce-baa5-7fbaf2470882,b41dfc0a-05ba-44c0-a1ea-834b17ea50eb,87eba309-206e-4830-8f2d-7b697e343813,"[Callout] New comment added on: 'Welcome, please introduce yourself to the community!'",discussion-comment,NULL,NULL,1
2683,f0f7c237-678d-4804-b622-e0c4efaff7ea,"2022-09-15 11:21:51.402152","2022-09-15 11:21:51.402152",1,c39563e0-752f-4f53-ad19-6f4f926ae86c,b41dfc0a-05ba-44c0-a1ea-834b17ea50eb,77f6370f-d17e-4b7e-95da-6bc3bf6f544c,"[Community] New member: Evgeni Alkemio",member-joined,NULL,NULL,1
2743,f44ed030-cfd5-486b-9358-6bf77e8f5054,"2022-09-15 11:05:51.165430","2022-09-15 11:05:51.165430",1,0cbb9f1a-b538-403b-8646-14b9d1aa86f4,c1fff6af-b82e-4f95-acbb-65829546f90b,5de06e23-ae60-4ae5-a78d-b7bc1e3d6e33,"[Community] New member: Lilliam Sonny",member-joined,NULL,NULL,1
2748,f4928b28-af0f-400e-8762-296b27a55360,"2022-09-15 11:05:45.452985","2022-09-15 11:05:45.452985",1,e05a5738-014c-4c95-a57d-35f03da2d156,c1fff6af-b82e-4f95-acbb-65829546f90b,5de06e23-ae60-4ae5-a78d-b7bc1e3d6e33,"[Community] New member: svetoslav petkov",member-joined,NULL,NULL,1
2773,f6a2d1e2-765c-4449-978d-f9517503da19,"2022-10-11 12:21:25.276464","2022-10-11 12:21:25.276464",1,c39563e0-752f-4f53-ad19-6f4f926ae86c,203bc7c7-9623-4498-9bac-4a6d07b951c1,efdfa4b6-751b-48a4-a832-7f80188d612b,"[Community] New member: Evgeni Alkemio",member-joined,,NULL,1
2793,f8d54862-75f3-43cc-a5e4-3f0d92398324,"2022-09-16 06:53:56.884207","2022-09-16 06:53:56.884207",1,c39563e0-752f-4f53-ad19-6f4f926ae86c,4af21d91-2057-4710-9544-8ac0f91fe6ef,b7bae6ce-6b05-4298-8523-dfa70e812098,"[Callout] New Callout published: 'Why do you care about this Challenge?'",callout-published,NULL,NULL,1
2843,fccc7695-3ea6-461e-8472-9311c144c3eb,"2022-09-19 06:36:57.556614","2022-09-19 06:36:57.556614",1,c39563e0-752f-4f53-ad19-6f4f926ae86c,b41dfc0a-05ba-44c0-a1ea-834b17ea50eb,13b87345-395e-41b6-b3a3-283bf122d58b,"[Callout] New Callout published: 'test'",callout-published,NULL,NULL,1
