id,createdDate,updatedDate,version,nameID,type,visibility,authorizationId,commentsId,collaborationId,sortOrder,publishedBy,publishedDate,createdBy,framingId,contributionPolicyId,contributionDefaultsId
14730634-a6bf-439b-9c7e-25cc677dbcf8,"2023-05-11 15:35:33.947323","2023-11-06 14:18:07.229472",1,test-9579,whiteboard,draft,d6c758ba-74e9-44a8-842d-e31cb4be9089,NULL,NULL,10,NULL,"2023-05-11 15:35:34",4bfed890-b89c-4dce-baa5-7fbaf2470882,c15523d1-7fed-415e-9059-aa926c45dc56,076711d2-7f84-4e26-95f7-219d443cc4b5,537f8cfa-fd63-4d8e-ab76-58700fa62b3b
3c60d061-37d1-488a-a77c-19b5a668bb49,"2023-05-11 14:27:15.855734","2023-11-06 14:18:13.921148",1,test-4781,whiteboard,draft,8e42d61b-0344-414e-8fbd-8b5fe65d7a0c,NULL,NULL,10,NULL,"2023-05-11 14:27:16",4bfed890-b89c-4dce-baa5-7fbaf2470882,a4d649b0-e25c-40d6-854e-e757e4b6464e,ad4b5024-f341-4d7b-8f1c-67cc6776630c,e777eb6d-4c68-4cc5-aefb-8c16a1ce47dd
97c242bf-748e-4893-aa70-599e63110bc4,"2023-05-11 14:39:21.604629","2023-11-06 14:18:29.168579",1,222-2014,whiteboard,draft,24b583ba-eb86-4023-bd97-df3a32131142,NULL,NULL,10,NULL,"2023-05-11 14:39:22",4bfed890-b89c-4dce-baa5-7fbaf2470882,3d82f6ad-f8de-41d6-a500-e247ad8cf407,1d7ffde2-b0e8-41ed-a4e9-31241b06fd71,3b459b5f-afea-4431-8873-a6973f8c1905
c5db531c-fde9-4a2d-a6c5-1a30bc3b5dfa,"2024-05-28 07:24:00.723655","2024-05-28 07:24:01.000000",4,spacememberwhiteboard,whiteboard,published,42d780b3-f535-46f9-9ea4-9672d0857e75,NULL,NULL,4,NULL,"2024-05-28 07:24:01",4cda51a0-f3f3-4dd7-aa7d-4bb4e93f1f11,d2d0bc49-82b4-4d15-a097-7a608f51b7ec,c9c5d325-bff6-4979-9473-8678152aa2cd,3a729f23-5d71-49ce-8591-48154bbe380f
d809058c-180d-4a5f-83f5-a22638c87927,"2023-05-11 14:26:26.277964","2023-11-06 14:18:40.079864",1,whiteboardcallout-7996,whiteboard,draft,e80723d9-ee50-4f22-950e-32bb9787ceb1,NULL,NULL,10,NULL,"2023-05-11 14:26:26",4bfed890-b89c-4dce-baa5-7fbaf2470882,e89c390e-2d29-47ca-9808-129a845e8f47,c2fdeccf-15e5-4375-8eb4-1efed546506a,94c56ced-0dc5-4b8d-bf2a-90bdc04cc3df
