id,createdDate,updatedDate,version,innovationFlowTemplateId,authorizationId
17199f93-b84c-4069-b774-c59bbbdf767e,"2024-07-01 08:22:08.637632","2024-07-01 08:22:08.637632",1,d741f991-1580-4e48-b4c0-f7e6ed89dceb,51b5579f-1806-40cd-b9d2-850e5e6c94b3
1744050f-5792-4418-a806-fe596620fd56,"2024-07-11 15:06:42.283125","2024-07-11 15:06:42.283125",1,87ebca5c-f428-437f-acd1-6e09f6d623a0,3dce0188-3bac-4a85-b3bf-eb45f3e694d4
180f04e4-fc9f-4725-aedd-60976287e50e,"2024-03-11 08:37:13.855520","2024-03-11 08:37:13.855520",1,6998d90f-daa6-4d7f-a1de-42958dee7da0,cfc6fe1a-fe38-433f-bef2-5e1d6883ee6e
18c50885-7a0d-4166-967b-99d2b788b32f,"2024-07-19 10:24:58.260075","2024-07-19 10:24:58.260075",1,5ebbfbd7-86bb-41d0-84c5-c272b57a25d9,bb117120-62ff-4617-884b-88dedd26aea9
1b1a38e4-8cdb-4fdf-b30b-4f8dced408ea,"2024-05-28 10:24:19.077090","2024-05-28 10:24:28.000000",2,59ab9291-215a-4fd6-96ee-320e62d88193,f0383f19-bed0-4cb5-9fa3-fe6761d91d60
1b63e97e-1991-49a2-b701-4931451f845d,"2024-04-10 11:14:02.310940","2024-04-10 11:14:02.310940",1,b8038fb9-9695-4e7e-bb00-05a6336a39be,050e3e02-2816-495d-861d-29915ff37325
1b94bed6-00c1-44d4-9cd9-b5d29c1d3aa6,"2024-03-11 08:37:18.658824","2024-03-11 08:37:18.658824",1,0baeb0dd-dd6e-4756-ac1f-55858d0f2ce9,79e7008e-1bf9-40b4-a7d9-d63ddf34a2ea
1c3ca74e-105d-4bc7-b2af-b3bf64e13ef6,"2024-03-11 08:37:16.802974","2024-03-11 08:37:16.802974",1,7128da20-499f-4b7f-9952-42586f4b1cae,c4e9e116-7778-4e0c-9e89-2cc22ddbb402
1cd2b1cd-490b-4c0e-8725-8cd949e93367,"2024-03-11 08:37:16.590865","2024-03-11 08:37:16.590865",1,3b74bc99-f0f6-4946-8633-39a41be5a73e,5b4a74b8-7496-48f0-b5a2-9579cd83b487
1e60a48c-88d8-42d8-b1cd-46efb71c894e,"2024-07-01 12:32:58.265677","2024-07-01 12:32:58.265677",1,ef2ee25d-75b3-48bc-b877-230132942fba,fe04a3b0-9970-470e-947b-a64d34ab730f
21284e98-9253-4cbe-8951-f35b1376921b,"2024-03-11 08:37:17.439411","2024-03-11 08:37:17.439411",1,03f5ff09-fbfc-4bdf-8db3-e49c2a775e97,39f48736-2b6c-45a4-bfdf-735196f88126
226844ea-9538-42b3-82b8-1836488d7718,"2024-03-11 08:37:19.022875","2024-03-11 08:37:19.022875",1,0185ac84-286f-42da-b813-bcbab2107596,e847755e-a723-4148-95bc-b98ad338a7cc
22ed5784-2a6d-47c5-845f-188a0006ad53,"2024-07-01 10:35:36.984303","2024-07-01 10:35:36.984303",1,51cbd4ef-d749-40ad-9097-8c196ce2adc8,ab478c92-9dbf-4985-aa1b-f7aefe5552fb
245cda3d-79a6-4602-8125-935a899836bf,"2024-07-01 10:50:17.455515","2024-07-01 10:50:17.455515",1,cf0d8b09-fb49-4307-bb7b-f212e46f3d3b,ee8e9266-fcee-4950-be0d-7e7680d03dcb
257c52cb-774d-4e30-938d-1b14d3d22cbc,"2024-08-28 19:52:59.743524","2024-08-28 19:52:59.743524",1,fe114929-59a6-4624-a655-c80a8c493047,20988100-9a5f-4f25-b615-3ce7d67c9610
25bcd446-0c35-4846-bb21-148ecbe00dd9,"2024-03-11 08:37:15.742366","2024-03-11 08:37:15.742366",1,1d737bfa-094c-4547-b1ee-1ec784dbbc0c,a0eab3d8-46b5-491a-8f3f-7e58486911c0
26c9884d-ff82-44d0-8530-53b6427e75ee,"2024-03-11 08:37:18.428299","2024-03-11 08:37:18.428299",1,588bc72b-ed88-4068-880e-f75ba04dd938,bd73e47d-c986-4b9d-a407-9efe3e4c0bb1
2755eb98-6023-4aa9-9ee9-abd63f2fea71,"2024-06-03 09:07:30.713219","2024-06-03 09:07:40.000000",2,6a1f8ef6-80d2-4ba7-8faf-ecc7dac26d3d,ec7e6380-f471-4bb6-aee2-1f903c2e05c3
276a585d-04ce-4785-80e1-116adb72982d,"2024-03-11 08:37:19.172595","2024-03-11 08:37:19.172595",1,6296b37f-d67e-486f-b458-91f5e9b7e866,fe33b0cd-3771-43d3-a632-9a52d46c0fdb
27a9072d-4241-4d4f-8d35-812b39449fd4,"2024-06-10 13:12:32.564419","2024-06-10 13:12:42.000000",2,8558a6df-685c-4dbf-94b1-82dedab0d456,63016311-c1bd-4abe-99de-481210a8ac8f
28408314-00c6-4b7d-b631-b7b945ab72b6,"2024-03-11 12:59:58.981454","2024-08-09 08:37:05.000000",98,NULL,ab2b7b63-92df-43d5-a0f2-d0ce5f3c4368
2afab695-c124-426c-af23-266461bbf32b,"2024-07-18 12:27:02.331252","2024-07-18 12:27:02.331252",1,633877ae-715c-435d-a95c-4fa79175dc2b,0222f4af-cf5b-4e0a-8313-b48191be39fa
2b66526f-c9c7-4b03-84b0-d380474b07c7,"2024-03-14 20:55:52.648951","2024-03-14 20:55:52.648951",1,bba4a7af-ba99-4d7f-b31d-00f93d6b200e,0b087e4c-ce0d-4027-9735-549c868b37eb
2b8b095c-068a-40cb-acd5-0096345aa464,"2024-03-11 08:37:15.369411","2024-03-11 08:37:15.369411",1,ca2b5d9e-5624-488d-a49a-435fbbc87038,ae1f186e-42c2-44a9-adf0-d4d1dce0eaad
2be4b1c9-d187-49dc-b2fa-a9251cb05c46,"2024-08-12 14:08:06.454887","2024-08-12 14:08:06.454887",1,fce5d0f2-c14a-4a83-95de-f57e9efb6727,ec1b5133-f8e8-479e-aec7-a137ee507f06
2ebbeda6-3bb4-4fae-a34c-bdb22bef59ff,"2024-03-11 08:37:13.015908","2024-03-11 08:37:13.015908",1,434dae4e-523d-4813-88d0-e8e818082316,0a89e790-6f39-4768-94c9-83e4e61a3ee3
31ebf11e-c30f-4d64-ac99-c96c2dc6d099,"2024-08-14 06:40:36.350655","2024-08-14 06:40:36.350655",1,93549f0f-ff4d-4f15-a1aa-a5360f5f3be5,cf4832bd-b5e5-4806-bfa4-e6a73c13f344
31f91e5a-6f2a-4122-9ee8-68a75790adc5,"2024-03-11 08:37:14.551547","2024-03-11 08:37:14.551547",1,c9886405-4ba1-4f89-a859-9d79e96574e8,a344343f-f5da-43c1-991b-a38bad6bd6ce
32c29bf5-03ec-45f7-94c9-3a7adeeb78b6,"2024-07-05 08:31:15.331385","2024-07-05 08:31:15.331385",1,b6af2393-1469-43de-905d-6672748ec472,19b6d968-924b-4708-8ff8-8639627495d5
330cde05-177a-47d8-9eca-7cbd80e283aa,"2024-06-18 11:03:38.742327","2024-06-18 11:03:47.000000",2,b34e0f84-d871-4614-a2e3-f988aac9fd68,6885de3b-e61b-46a1-a006-999d0a2a7b12
333e1403-9ee0-4444-a205-8219bc82e821,"2024-04-17 10:52:53.761404","2024-04-17 10:52:53.761404",1,22fcb225-40b8-4e45-9b27-e3d6826013a3,3cc16beb-59a9-4619-a6e7-25214cd70713
338a2b7a-4b08-4a1a-8e23-382d7a8cd82d,"2024-06-03 11:31:01.308416","2024-06-03 11:31:11.000000",2,f8359855-308f-4325-87f6-9ddd458b1b9c,9008eca6-b24a-46bc-8696-04456897a987
35556825-24d6-41ab-b871-4facc04b36fc,"2024-03-11 08:37:17.989157","2024-03-11 08:37:17.989157",1,889a99f1-8dc3-480a-b39b-31bd99834226,f185779b-39bf-4ae1-8177-e302bff7eb42
35c15fa0-e2c1-4796-b328-3b0d3098056c,"2024-07-05 08:31:28.890306","2024-07-05 08:31:28.890306",1,d356f218-4af9-4bf0-a747-6b14f9ec6e89,46d91850-41f5-40fb-b5e7-29ad141fb114
35e5dd51-a82f-4753-b0a6-90a1d5241664,"2024-07-05 08:32:01.359555","2024-07-05 08:32:01.359555",1,cd3c78ef-0e80-4498-86ee-b9908be48ef2,3ef2b47d-e5c7-4a65-8f79-8857656b5f8c
3a18fa7a-3464-443a-b8be-465bc6480167,"2024-03-11 08:37:18.950810","2024-03-11 08:37:18.950810",1,6435bc5f-65f8-46a5-95b9-63f601297431,be399a9a-2712-45f7-8a08-2e6183890e0f
3cb8c3fb-8703-4822-9ac2-5300f1e9d15e,"2024-03-11 08:37:16.043535","2024-03-11 08:37:16.043535",1,54b9f89f-33bc-41ed-9b8a-4f1dcea9585e,ead001d0-58a1-4131-96dd-f7ae8e98ff0d
3d345f25-46f1-4d0d-9e10-96d4c319ef36,"2024-03-11 08:37:12.565220","2024-03-11 08:37:12.565220",1,5a691e34-8fc3-4554-90e1-358c45feb031,99d36cce-c644-434a-b6b4-8520e9517900
3d8ebaa5-ec81-4254-bccc-2129cc684b39,"2024-03-11 08:37:14.249460","2024-03-11 08:37:14.249460",1,5b1301e6-5a11-42f5-a22d-88ff78d3a85e,bd7f0fcb-afc4-4add-a622-2db3e9ce4100
3f6085e5-dfc4-4f30-a564-f123776bb7e2,"2024-03-11 08:37:15.225815","2024-03-11 08:37:15.225815",1,07784197-16a4-4860-b8f1-4e58f94e4b45,c4cb4b4b-6e5c-478f-b48b-97060ee2af4c
4364b204-dbed-4e69-9ec5-3afd123b32f7,"2024-06-25 17:48:06.018689","2024-06-25 17:48:15.000000",2,d2be4931-d640-4cbd-a223-d8b2745dc942,27c2775c-06a8-4818-8867-90a03fc3c0b3
451f53c3-4fef-444d-8b01-3ddd08fe8d30,"2024-03-11 08:37:12.937457","2024-03-11 08:37:12.937457",1,070c618d-7749-4708-a387-60a4a68e2d3d,19be5809-82aa-4f85-b4ed-6b2e4f3ffcce
456ab727-0de5-446d-98a6-fe255363b9f7,"2024-06-03 08:27:34.795967","2024-06-03 08:27:44.000000",2,27b2bd1b-3e10-4969-94e9-05624f91876d,f2b18715-3ae4-4db9-8870-4c071b168d8a
45ffd7f4-3bd2-4e6e-9540-e8c6d64b249c,"2024-06-28 12:04:02.365015","2024-06-28 12:04:11.000000",2,27b95923-50da-4726-9d24-3d83035f1ea6,42274d36-d476-4e68-a4d3-20af01c03461
46fb0802-a4ac-4400-a62a-7775abbe7394,"2024-05-28 13:17:33.505670","2024-05-28 13:17:43.000000",2,e0d530c9-2da3-477b-b258-0dfd56db06d2,a61827c3-37cd-445f-a86b-bfc7cde623fc
475ed7ad-d938-4b28-8e28-a0f4668bddc3,"2024-03-11 08:37:19.650852","2024-03-11 08:37:19.650852",1,77b1c50f-a586-4654-81bf-c047b02d88b5,afa56f84-c936-43ba-ab31-bae9c1fe274e
47bc60e3-ce7a-4612-9c5e-cabbc81e6b2f,"2024-03-11 08:37:13.248076","2024-03-11 08:37:13.248076",1,2042c633-152a-44e0-b920-9217516a6d7d,abfbdf08-7a83-4a0c-a1e9-bb10059d0f15
49248236-15e9-45cc-9cdc-bf129f087cb7,"2024-03-11 08:37:14.175729","2024-03-11 08:37:14.175729",1,35814fdd-c087-4c9b-be8a-30f65411c90b,c57ca8ac-d472-4e9b-b6a3-3f693e4f63bf
49424aa6-8e8c-40ff-b2c2-8ca87d208324,"2024-03-11 08:37:12.636476","2024-03-11 08:37:12.636476",1,718f140d-4550-40a4-acfb-aae4199be923,0bfeae39-e375-4b6b-aa5e-ecbcacc8cd20
4ba34648-5b0b-4c8e-8e97-cdc8f677648b,"2024-07-01 09:25:34.295439","2024-08-29 08:20:27.000000",3,1c010e34-feec-4eec-bc67-541c4a4e30f0,e629716e-d550-49fe-a4df-a31138cfd88f
50ade297-633c-4b45-af67-250e12d1aa4e,"2024-06-26 09:16:30.083631","2024-06-26 09:16:41.000000",2,1fd4af68-062d-4078-b471-3330b3ffabab,c2b9d36d-67c7-43a5-8a2c-0f970cd5a7df
51854015-a1db-4d0b-a88c-cbbea2df9c42,"2024-03-11 08:37:15.963154","2024-03-11 08:37:15.963154",1,4f4ef8a2-6f73-44cf-b750-de1b39e3749c,06620337-258c-40ec-ab03-34b109af6371
527fee00-0efe-4398-82db-084bb709ecc3,"2024-04-08 09:59:57.259011","2024-04-08 09:59:57.259011",1,bf271ddc-6e46-4963-809a-43a28abf1a9e,efd05ca5-c4d9-4109-8733-653e1b3af0c3
53b189e0-ac37-46f6-ad13-0f24406ef925,"2024-03-11 08:37:15.891133","2024-03-11 08:37:15.891133",1,44ee878d-f26b-4b2d-abec-bc7a80c6ba85,8bc6b413-1ca4-4be8-b19b-e9e399098b4d
589c84e9-807b-4a73-a336-a659ec24c11f,"2024-03-11 08:37:12.707000","2024-03-11 08:37:12.707000",1,63a9d9e7-3b12-4067-ab7a-db07254d4dc3,b8e949b1-1efa-48b6-a1db-0d8cf82a5cd3
59e93ed8-2a73-4db1-8897-b056ba3b45cf,"2024-07-01 07:47:11.905287","2024-07-01 07:47:11.905287",1,a4d458f6-4b91-42bb-a4f0-1de971489d0c,5ad7b992-107c-412c-94bd-dbc7a18d55ac
5c3a8967-9234-44d5-9cfd-d772c8045078,"2024-03-11 08:37:18.281076","2024-03-11 08:37:18.281076",1,1272de65-c459-43fe-8979-5690bbfda968,4ca47f31-2dd8-4d7d-88d4-a55cf43d09e1
5dd90394-a66f-496d-8432-a0ecd490683a,"2024-07-01 09:21:25.302589","2024-07-01 09:21:25.302589",1,e359be06-7847-441f-8c7f-db6ab3b81abc,fde3d23d-097c-4ce0-940b-eda729389319
5e3f3967-3f7f-44b4-9b35-6848cbca28d1,"2024-04-12 07:37:25.303275","2024-04-12 07:37:25.303275",1,74c6c483-c3db-4116-9610-a03e0564be94,d67e6506-fa59-4f25-bb01-22f7903fe20f
5f41850f-daa3-4545-86d8-5eb3126d55a0,"2024-06-05 09:36:59.418501","2024-06-05 09:37:10.000000",2,395525db-6af8-4909-98a4-51f962a810b4,7b35ebcc-f3d0-462d-9466-6b6684d173ce
5f9f7839-6e8a-4578-9c67-ea1d2360ab87,"2024-04-08 10:26:55.537032","2024-04-08 10:26:55.537032",1,2e31bf44-c129-4024-bc31-c27ae99b8084,51a713a6-9762-4105-a74e-0f16c1751880
60054299-51ac-4dfb-9507-49f5bfa5f0e4,"2024-08-28 11:33:02.054991","2024-08-28 11:33:02.054991",1,5dc15b3b-e1d6-430d-bdf2-b4f0f149c499,1ace9a1c-65b3-4eb7-befd-ad1df1e5990b
60e807f1-9731-41ad-8019-adf855157cc9,"2024-03-11 08:37:16.502280","2024-03-11 08:37:16.502280",1,472ae563-202b-4934-986f-b7765e92ce1a,f2c65190-5411-4284-b425-765f4602c7d0
614960ae-5b63-4ffd-9651-aaf86444f9ca,"2024-08-28 16:09:05.704952","2024-08-28 16:09:05.704952",1,d3d17d8b-d08b-4811-b30a-24b61c4cf9dc,824dd7bd-fd4f-45ea-b6dd-c63cde79a4fb
615c4d08-59dd-4fbf-8432-b77a50ecdb8c,"2024-03-11 08:37:14.706882","2024-03-11 08:37:14.706882",1,16671101-bcee-4e68-930a-aedd3743abe3,307449f0-b4f1-448d-bc11-efb9236f5622
633d64c2-b5d7-4504-b8f5-6ba0516fc68f,"2024-03-11 08:37:14.321580","2024-03-11 08:37:14.321580",1,81173905-58b6-4359-a5a9-e1f3cfdf86cb,2369145a-d01e-49d6-9a20-2615cfa0da54
64d07550-184e-4c51-b5ad-22cf83c91abc,"2024-03-11 08:37:18.733014","2024-03-11 08:37:18.733014",1,0b865d47-da71-4753-aec6-f25d96bd0599,2397d376-16e9-4d34-9657-ac589d90f572
65926dd7-50a5-43de-b253-013172e60225,"2024-05-20 10:39:58.276499","2024-05-20 10:40:08.000000",2,b64b4e14-3309-4714-a392-a1356e63c717,47420113-d08e-4577-a0c7-eb3c1b1d6cca
6687dfc1-20fd-4c43-a594-ebf56c78a176,"2024-04-08 10:16:25.909513","2024-04-08 10:16:25.909513",1,e52a7f90-c329-48d9-a1b4-94e432d20789,7a45dd82-53da-47d6-96bd-75d8bb243cc8
672f9fbc-b747-4737-a9e8-284c542998f2,"2024-03-12 12:33:54.129570","2024-03-12 12:33:54.129570",1,3eb39dd9-95bb-4b42-9579-cbc84ac4bdca,e4970fa5-5125-4a9d-9bd7-470d2f0c4814
67b4bea6-278a-402a-ae74-97c6b1fa5aa8,"2024-03-11 08:37:16.666607","2024-03-11 08:37:16.666607",1,4949b7ae-714b-4ebb-a0fb-17bae2ca50f3,171cb022-c87c-4024-950e-9eb92faa997f
6957c108-bf96-438e-9a68-71c220711a28,"2024-06-06 07:50:21.742804","2024-06-06 07:50:35.000000",2,59d4733a-416d-4a59-a0b2-9f5d718105a4,183b1321-4c34-48f7-abbe-692391a5979f
6ae22551-8fe7-4d66-bbc5-2777923f7467,"2024-06-05 15:15:08.258140","2024-06-05 15:15:17.000000",2,7d0e5a3f-eb53-4dbb-a882-45d9482382bc,fde8066d-f79a-4b61-a4b9-37cf7178c051
6d30471f-782f-4e88-ab2a-8925f5240866,"2024-06-05 10:23:17.678360","2024-06-05 10:23:27.000000",2,4e1534b0-8100-42a7-a2aa-d5a837ca7b9c,47242243-e951-4119-b83a-286ba2557fe8
6fc363ab-7aa1-4f39-8d45-445913158dab,"2024-08-12 07:00:35.557347","2024-08-12 07:00:35.557347",1,a6112906-5548-4c39-9d68-6da19f2d043f,8af6a500-aa4a-451d-969e-5fc38a5ac469
70e03606-4bd1-4339-8196-bcabc5ef6924,"2024-07-05 08:33:08.229488","2024-07-05 08:33:08.229488",1,7c5ae310-c9f7-4bfa-804d-efa27dcfad4f,659fb323-ad53-4330-a0da-d1cda2f35e63
71da57bf-5a30-4cfc-8258-4b5188deaf3e,"2024-03-11 08:37:15.590020","2024-03-11 08:37:15.590020",1,d33321ce-1d7b-423b-86b5-03b963fce145,9587a09f-8abf-4e26-8970-4976b847ec4a
747b1ce2-8d30-4007-ae40-fec09dd73f09,"2024-03-11 08:37:18.880860","2024-03-11 08:37:18.880860",1,59702a95-66ba-4ffe-b5e9-5b79a847cdd9,9b5f2df5-8024-4cad-8c07-22a8236e744f
750aff67-4826-4a6d-8e6b-76117c2bf8b8,"2024-08-12 07:34:54.552331","2024-08-12 07:34:54.552331",1,0ac0c53e-eb2f-4140-ab68-1dd4ef36460f,2d660a0d-b00c-47f4-b11c-8bc95ec48a45
75463afd-ec41-4403-b73f-a88a821581a1,"2024-07-01 07:33:42.826981","2024-07-01 07:33:42.826981",1,f6640c48-9d1f-4b72-8067-75d5d2e8f135,10a59943-3268-4be0-9121-fb585796d406
75c05e74-c411-458f-b04d-70f988fed5cb,"2024-08-28 15:20:12.952050","2024-08-28 15:20:12.952050",1,ef822041-6d5b-4cab-9102-62633ae6b8b1,6babc292-2172-4581-8e5e-3f9ea3d14b87
765b7f4d-717c-4e60-b3d3-866fda5b876e,"2024-03-11 08:37:12.492680","2024-03-11 08:37:12.492680",1,066ab1bb-57c0-414f-a460-1b9fea7f2a1f,cdb99435-dcd3-4cf5-b91d-146378c89dcc
7786b83b-cf99-4414-820d-3c268b0f0fa7,"2024-03-11 08:37:16.427571","2024-03-11 08:37:16.427571",1,14839aa2-538c-425f-92be-95c2895b609e,65111a20-728c-4ee3-974d-66644bcfbd07
7b5fd6f3-6661-4558-a31a-0589b213da62,"2024-03-11 08:37:19.801635","2024-03-11 08:37:19.801635",1,bb67754e-eba9-4171-ad46-a74644310153,f19d2fd3-fdf6-488b-b00e-941c26249088
7df3aafe-4134-4184-8e72-d7637bec71e7,"2024-08-14 06:38:51.976171","2024-08-14 06:38:51.976171",1,1d30a179-f394-4dd8-aef7-ec4f1ce4ab76,e4ad747b-42de-4d98-b5f2-e75b43909ef2
7e30a505-7e4a-42b4-bdb7-f8ca4969eb03,"2024-03-11 08:37:14.394133","2024-03-11 08:37:14.394133",1,34ec6d2b-b516-4ee4-a7db-b480a3f6753e,471f4051-836a-480a-8b84-164ddce0e1b9
7ed43bcc-a771-4459-ab11-e516b242fe00,"2024-06-28 12:13:39.841030","2024-06-28 12:13:49.000000",2,b96d0c2c-6c3c-4c6c-b453-63f2589367b8,4748f9de-cbb1-49f2-9b0c-17b04178bb45
7f027619-3851-4b47-b974-6acbee31effb,"2024-06-25 12:40:06.626645","2024-06-25 12:40:16.000000",2,ba8fc1bc-6930-4c4f-93ec-2677ec9a5085,de4b7919-7dc4-4a4c-ad26-d439f0bf0eb3
7fb922cb-be24-4c4d-b57e-86c4b199b754,"2024-06-04 13:54:30.414353","2024-06-04 13:54:41.000000",2,dd988c06-2607-4bfa-b729-280fcecd2b45,fdaf4679-cee3-47d5-9532-734d98dc2578
806c5f17-eaea-4a8c-96b7-10668c89e84e,"2024-03-11 08:37:12.418285","2024-03-11 08:37:12.418285",1,00dd00b6-3d7b-4e29-8af5-42e759a016d3,1b0e2a60-985a-4f8b-a7da-235a19a81ffe
810c87fa-cad8-4957-8170-4c9e948dee62,"2024-07-05 13:59:50.148378","2024-07-05 13:59:50.148378",1,68e2b7e6-3913-4f56-aa7f-4af6c12ad077,c2816d91-c570-452b-87ed-db19bd378684
84775d9b-ff43-4441-80ad-a8ad2de9c98c,"2024-06-04 11:31:25.179080","2024-08-13 14:27:28.000000",3,2cbe3067-17a9-4651-b052-50fb49b8c07a,e8c27803-92ac-48b8-94fa-bfaceec26935
85be964e-80d1-4069-8902-608a73fe4a82,"2024-03-11 08:37:18.807962","2024-03-11 08:37:18.807962",1,023fd4da-717d-4d34-b0f2-009217a32f3d,aab077e7-079b-45dd-b340-3da416e3b074
8651ddb7-7591-49c8-9cd7-8cfbeb73f31b,"2024-03-11 08:37:15.518023","2024-03-11 08:37:15.518023",1,33a29831-d2df-4025-b8d9-414874f561c7,e59e8ca5-808c-40cd-bd80-5d5e18f8ae33
87d5b100-d57d-426b-9e4e-101251264d90,"2024-03-12 15:56:04.413692","2024-03-12 15:56:04.413692",1,671f1b84-f16b-4cbc-8910-1aa7d81b095b,67afcb86-690e-48ac-b13f-158a29427822
8800e83f-6bac-4989-b887-03d79d2487f1,"2024-03-11 08:37:16.734277","2024-03-11 08:37:16.734277",1,1f6fb59a-635e-422c-b0b1-3241a7b045ce,0e27ab0d-da74-453c-b73d-33e8f5d2db2f
88b4c7a0-7c60-4f35-b05f-01f4b137f7ec,"2024-03-11 08:37:16.965404","2024-03-11 08:37:16.965404",1,54578442-7c61-41b0-8f3a-88093d2377ab,4de1b611-fb7b-46ea-bd0b-5cbaab23f657
893e8f13-a673-45ea-955f-328cd813d33f,"2024-08-14 06:43:58.237574","2024-08-14 06:43:58.237574",1,60d48104-7c1a-4105-ab61-ed6d9d83c170,552d3389-f0a4-4521-b7cd-bc124011f3ca
8b728d8d-d784-4f27-9242-34ae2315de04,"2024-06-03 09:25:55.787505","2024-06-03 09:26:05.000000",2,406afe22-1546-4713-9923-f8b59eb91df5,43e82b6e-a7cc-4550-826b-006e228326e2
8c8aae5d-f14c-4aa4-80cb-575204c487da,"2024-05-28 08:51:23.115128","2024-05-28 08:51:32.000000",2,5e0a4eb9-8591-45a3-b5fb-4c5132dd0fc5,c665b27e-bb85-439c-a57c-40877bd1da8c
8cdc7179-22b4-4077-9972-8dbcc0b1955d,"2024-07-08 11:19:38.214617","2024-07-08 11:19:38.214617",1,ac7e166f-343c-4eb5-a2ab-8ddf3429a8c8,223f8c65-2916-4964-9c02-d2875fc59f35
8d2083d1-4cb2-4645-b357-26abc75a7893,"2024-03-11 08:37:13.783172","2024-03-11 08:37:13.783172",1,277a13e8-18f2-4991-afdc-0309b983d673,573b3cf4-2989-4ed6-a578-609293c02359
8dd2ab7e-9d67-4142-aafe-cdb33c317bed,"2024-05-08 08:02:49.355095","2024-05-08 08:03:02.000000",2,aa95cb64-8ca8-403e-bd05-d45461f2828b,54087c13-fef6-4d1f-b90e-5c953281a349
8e6833fa-9399-4c02-9216-e1be06cb2a2c,"2024-07-01 07:34:53.436208","2024-07-01 07:34:53.436208",1,69eca2ca-5861-4244-9bbb-9ef32c643064,d75ca660-dc20-40d1-8cd1-7ed888252454
