id,createdDate,updatedDate,version,description,authorizationId
0042d70f-c9c5-4011-835c-97922c7ee028,"2024-06-18 10:48:39.303909","2024-06-18 10:48:39.303909",1,,44a36e7f-fa75-482e-ada4-67e82918dfbc
007cdae6-3eb2-4ebe-ac7b-e334a9985cf6,"2023-08-30 15:20:42.978062","2023-08-30 15:20:42.978062",1,,6fae3d18-e7d3-4aaf-b841-97947811537d
00972e1e-c839-4be0-82e2-dce3663b5e5d,"2023-03-28 13:59:29.752703","2023-03-28 13:59:29.752703",1,,a344730b-cf96-4cb0-b25e-de8ac6505693
00bd8d1e-5a71-4e13-b607-cfe6466e0e87,"2023-03-01 16:39:06.156357","2023-03-01 16:39:06.156357",1,,b6b5448f-56e2-4f54-896a-16010e24003c
0165bc97-4360-4b13-93fc-e6ba83144c6f,"2023-06-29 11:22:50.886521","2023-06-29 11:22:50.886521",1,,501d5a37-856d-4f3b-b196-3693f9d43ccf
01ad693f-db0f-4bd0-b755-5751041ec470,"2023-02-02 12:08:51.261749","2023-02-02 12:08:51.261749",1,,27c33ff5-ffc2-470a-8e4b-7bb56cd05240
02339b8e-4429-4999-97f8-cabfcff7daaf,"2024-05-17 08:20:41.686745","2024-05-17 08:20:41.686745",1,,f8e96629-21b5-4000-9205-005e53901d46
02659e9d-8029-414c-b15b-000a998875c8,"2022-08-31 09:47:06.484479","2022-08-31 09:47:06.484479",1,,790efe99-6993-467c-b403-f3b2eb887226
0268a14e-c68e-4cbf-9b00-9e9e799e1695,"2023-08-03 13:47:41.832623","2023-08-03 13:47:41.832623",1,,f7d7322d-dec9-4363-8a06-7a77b97e6760
0274baa1-52ec-46a7-afc7-5d2476456bb6,"2024-07-19 12:28:27.897085","2024-07-19 12:28:27.897085",1,,e9957343-78bc-4019-b8b8-4efbe1d70594
02bca7a0-5882-4b84-9c6f-882cd873c1bb,"2024-04-29 10:36:32.329147","2024-04-29 10:36:32.329147",1,,66ddb262-836e-4bcb-89a9-e5741b17876a
03328f88-4a2a-4c39-b752-1863dfb90870,"2023-08-31 08:06:35.174469","2023-08-31 08:06:35.174469",1,,a2dc249f-9d18-4b8a-aa2f-6fe18c8d6ead
034bab70-bd3e-47a9-949b-9e0f085fec0c,"2024-05-08 07:59:31.988848","2024-05-08 07:59:31.988848",1,,3f7e0433-c30e-4520-a0b0-4efb7d0d330a
037b313e-c0ab-4a88-8277-93e059173f33,"2023-07-11 15:02:10.774103","2023-07-11 15:02:10.774103",1,,6cae835b-cd5a-489f-89e1-f98d188030f0
037d4a19-daae-4f29-8d60-089e06303a35,"2024-03-07 09:24:42.453462","2024-03-07 09:24:42.453462",1,,ad3a9918-b329-4b33-9b64-1af37272f990
049205a6-2e47-4404-9f7b-02efca45f016,"2024-06-28 12:04:03.334882","2024-06-28 12:04:03.334882",1,,37f7312e-0710-463c-894d-3c7fb7775e27
04c849c9-cbc4-4154-9948-69a1c5f609ae,"2023-01-26 14:28:50.469827","2023-01-26 14:28:50.469827",1,,4d8a705f-6876-466f-904e-e6517688c3e9
05a3f093-e756-4250-9de6-98a67e520028,"2024-04-08 10:18:59.746402","2024-04-08 10:18:59.746402",1,,821e3e72-2124-476a-87fd-2d8b4740b740
06a46c73-8807-4f8c-a995-895796d575a9,"2023-08-17 08:43:55.567459","2023-08-17 08:43:55.567459",1,,f4f27b9e-93ae-412a-9d3d-b855cda7ca43
074d5958-e1d6-48ff-9cba-a29986707743,"2024-05-16 14:17:07.284231","2024-05-16 14:17:07.284231",1,,4295660f-e102-4f2b-a6cb-39804e630def
08081e1b-3295-497c-9ac3-dfb177c16c2a,"2023-01-12 11:18:24.261123","2023-01-12 11:18:24.261123",1,,3e6ef84c-2d29-44a9-a670-1e7199e0fdd7
083bbf82-00c0-4037-9006-ab0432cb2685,"2022-09-15 11:04:28.811684","2022-09-15 11:04:28.811684",1,,68aaddf9-5540-4eee-9f50-51d6652bd32b
088e85c3-a974-4603-87da-2d8547a08761,"2023-03-31 14:29:26.640753","2023-03-31 14:29:26.640753",1,,09e84eaf-e505-4424-a441-c4dcee58366c
08e61dbc-e97c-4b23-b606-2764cf33b85c,"2023-11-09 18:50:33.325329","2023-11-09 18:50:33.325329",1,,c8cee085-9a40-4b0c-804e-e3f4f07653d9
0977a1d6-a0a6-4116-8fc4-67d05fe0d964,"2024-06-05 09:44:14.996001","2024-06-05 09:44:14.996001",1,,315f5de3-e2eb-4bfb-8c1a-f84c1a689830
09d30de3-7773-4eeb-9a43-e587348bb4d2,"2024-03-11 09:44:13.879048","2024-03-11 09:44:13.879048",1,,732dc2d5-79f1-42f0-b9c3-1bb11d8f5c83
0a15cf63-287f-46df-b696-cdebd10abd47,"2024-06-05 08:53:03.793939","2024-06-05 08:53:03.793939",1,,822b2b27-e810-472f-8fa2-70e466d59c70
0a208a33-8b0c-4264-936f-256600d6edbc,"2024-08-12 07:25:21.976983","2024-08-12 07:25:21.976983",1,,f0aa5d8b-9c8f-4398-98dc-37178c09e615
0a5a89a8-812f-4461-b34b-ba6f448d6a8a,"2024-08-12 10:51:45.208191","2024-08-12 10:51:45.208191",1,,25307cc5-bcb4-4547-8e17-7772c1f21d06
0af9cdd6-1101-4a79-8e45-b23049822bab,"2023-07-20 13:05:51.937806","2023-07-20 13:05:51.937806",1,,26ebb013-89f8-4796-a2e5-f0b2a2b43909
0b0d910f-98f7-40ed-b16e-7405484532e1,"2024-08-12 13:17:56.881042","2024-08-12 13:17:56.881042",1,,b33e1f71-dc0a-4dde-ad9c-8792779dc418
0b82175f-bd36-4f3c-a70a-a63dba9384b2,"2022-11-25 10:59:02.620203","2022-11-25 10:59:02.620203",1,,09d007ef-bf94-4a7d-9aea-93c89dba8d6d
0be43307-2ae8-425a-aaf8-15ea3ffa3476,"2024-04-08 10:18:17.951828","2024-04-08 10:18:17.951828",1,,99583099-4683-40b8-89e6-656bb2f85351
0cf17373-d6c4-4298-9f34-7d851beb7712,"2024-05-16 13:37:40.630607","2024-05-16 13:37:40.630607",1,,11108400-de66-400b-8a24-eb5c6226453c
0d9ced3d-e486-4c7e-83a1-72c2e3b47c89,"2024-06-28 11:54:19.836550","2024-06-28 11:54:19.836550",1,,37ce31a0-6632-44d9-b93b-b5feaf2195cb
0def10c1-9067-499d-a24d-fb109ce1791b,"2023-02-10 14:29:47.346244","2023-02-10 14:29:47.346244",1,,07bdac9b-40c3-46a6-9ab2-1ecba3a6edd8
0e2eec3d-cf5d-4195-a702-50507a907d1b,"2024-06-10 13:12:33.716060","2024-06-10 13:12:33.716060",1,,bfeab368-072a-4f02-b6aa-a21016602abf
0e5916a8-401b-4ca8-a3e7-388f0d1dd777,"2024-09-10 10:03:56.391810","2024-09-10 10:03:56.391810",1,,33e9808a-cd81-4c02-a8f3-78bbdae31cf1
