id,createdDate,updatedDate,version,authorizationId,allowedMimeTypes,maxFileSize,storageAggregatorId
04536310-2ce1-4cd8-8257-e8e796a3c3c0,"2024-06-28 14:12:07.660311","2024-06-28 14:12:07.660311",1,dd0f33f0-4d23-4a2a-958a-d0bb439390c3,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",15728640,NULL
045a36ba-6ecc-4d96-9c1d-b76dd5a75c20,"2023-10-10 13:23:17.642396","2024-06-24 14:31:59.346830",1,32a7dd42-7dfe-4fcb-b4bc-eb7b5784923e,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",20971520,NULL
04609fc4-2474-4bae-a4e3-aace45280c0d,"2023-10-10 13:23:17.751937","2024-06-24 14:31:59.346830",2,cf813f65-d3d2-4304-92f1-3352db7aec7d,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",20971520,NULL
04d7e5ec-c68c-4467-b950-badcec87ecde,"2024-06-28 14:12:04.540686","2024-06-28 14:12:04.540686",1,65ebf838-2fe6-41f8-8d2f-51b57d613957,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",15728640,NULL
0509127c-25be-4797-80ae-31ef86052162,"2023-07-27 14:15:15.574508","2024-06-24 14:31:59.346830",1,edbcba2d-2721-4eaf-af06-ed97790defe5,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",20971520,NULL
051219f3-cedb-4afd-866a-58c39081bd1a,"2024-06-05 09:43:32.798249","2024-06-24 14:31:59.346830",1,ccc22fa3-b3bb-4f47-b3b4-a566d5d3c550,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",15728640,NULL
056cebc5-eae0-4709-87bf-8f3f07aab4b2,"2024-08-27 14:18:23.537123","2024-08-27 14:18:23.537123",1,9d2e9606-111f-4926-96cd-c86010a1b6eb,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",15728640,NULL
05d0e44f-3aa8-40c9-ae09-3ece6e9d11ea,"2023-05-31 14:58:00.778838","2024-06-24 14:31:59.346830",1,267dd2c8-2c13-4156-9e4f-da85b8989920,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",20971520,NULL
05f7ed66-307b-4882-8898-a42c05dd3e9f,"2024-06-25 11:05:34.538179","2024-06-25 11:05:34.538179",1,ab358922-515f-4304-9e81-8b04f9731264,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",15728640,NULL
060030e9-1d37-448a-9e03-21eb5e39acd5,"2024-06-05 09:37:09.797761","2024-06-24 14:31:59.346830",1,861868b9-5691-47ad-b84e-9fbe96f47561,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",15728640,NULL
06522942-0f9b-417a-90af-099b55783523,"2023-12-12 15:02:41.228834","2024-06-24 14:31:59.346830",1,65160666-f7b6-424d-a2b2-3ac18abcdf77,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",20971520,NULL
06a6672a-7f36-4571-88d5-b4a2ad6ac318,"2023-11-09 15:19:26.217050","2024-06-24 14:31:59.346830",2,de1270c6-64b2-4925-b8e3-3e9d45deec77,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",20971520,NULL
06cbbebb-e8c8-48b2-97e7-a959c5180e9c,"2023-11-16 08:48:56.312981","2024-06-24 14:31:59.346830",2,9c726665-6b8f-4c54-b21f-49f43362d7fc,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",20971520,NULL
080fab24-9964-44fa-8fa4-d8c9b06c2e8a,"2024-06-05 09:44:35.785388","2024-06-24 14:31:59.346830",1,fb59c84e-9852-414a-b4d4-3c86da0b5715,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",15728640,NULL
0835b5cb-0b5b-48d4-89f3-cc2b258aad27,"2024-08-27 14:18:41.546187","2024-08-27 14:18:41.546187",1,9536f9e3-c688-4222-b382-91be497dda80,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",15728640,NULL
0874cf26-88df-49dd-a0dd-d4548e4a5c36,"2024-06-25 13:57:42.468010","2024-06-25 13:57:42.468010",1,24aa1bcc-0b16-440e-8ab2-261bc473df52,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",15728640,NULL
