id,createdDate,updatedDate,version,authorizationId,parentStorageAggregatorId,directStorageId,type
07535dd0-aa77-4847-8628-ac4ec7a72e96,"2024-08-12 07:27:03.617185","2024-08-16 15:22:04.709241",1,2ce72543-79eb-4177-9bdb-5bbc804eac93,09173a46-4489-447b-b76a-bf325060dde8,50e31ce4-f160-47a1-bb9f-cc6352238137,space
075c48d5-5e47-4909-9a15-8260c4843c81,"2024-08-13 15:22:41.451722","2024-08-16 15:22:04.744358",1,1ec61a55-ac2c-4d46-bac9-80017ea42af8,4edc258a-2367-446c-b5e0-fb67e1793469,916fe1a6-cc4c-442f-8c15-45074ac0dab2,space
075fc673-2050-40ef-a063-f6c9b01ba9f4,"2024-04-08 09:21:25.373569","2024-08-16 15:22:04.785628",1,a958a6d1-7777-4453-b9b5-85bedf82c47a,e0168925-2930-427c-8443-690bda962890,4dd1dbd1-ce0b-48b2-9924-481c0f60a8c5,space
076593ec-52fd-44ac-97d0-81c25d9aabe5,"2023-11-06 14:19:41.533646","2024-08-16 15:22:04.813666",1,e706821d-c709-4226-8401-bcf90d0b9a13,6c128450-6549-4b57-9733-a3e5b853d45e,f1bca645-7bc5-4800-a66b-16faeb2535f4,space
07858741-d7e2-4854-8110-149c3ce56211,"2024-05-16 13:26:51.042378","2024-08-16 15:22:04.844784",1,37004c80-9d01-4a7d-8b13-15ceb01b70fc,2b6b2c95-8218-4dc5-889e-2ee31d512431,3ed12fc9-983e-44cc-983a-326f98a0ac24,space
07a30325-de74-47cf-9334-1724ec48b0b5,"2024-06-28 14:12:09.077911","2024-08-16 15:21:57.396483",1,002506ba-a3e3-45b5-bcaf-79cf3e5bb2b6,NULL,8f8b645a-c7dc-4b94-842e-d9c51b23c09a,account
07fbc6e5-37b7-4182-ae46-6e390d1d4d35,"2023-11-06 14:19:47.780811","2024-08-16 15:22:04.876787",1,e0e62220-5b8d-4562-8df3-809ed073d2cb,b2389b27-460f-49aa-810e-cc9c24a22aad,8f8d46c9-500b-4c74-9396-43dcb73f36ca,space
088ba59e-436e-4464-af39-75fb9d0a3729,"2024-07-01 07:31:32.535188","2024-08-16 15:22:31.779212",1,3cdaa5fc-738f-4974-ba9e-0bdc17d0c1c3,NULL,d03a46e2-8f35-46d4-a665-3aecb1b500d8,organization
0895b61b-169f-4bbd-b1f8-f16884a49605,"2023-11-06 14:19:35.499053","2024-08-16 15:22:04.907157",1,133f09f2-8e60-4680-afd5-4c3f41526fff,448c1f6b-7829-446a-948e-adaba211e47e,b4589604-6a58-4ff8-afa5-9dc596603594,space
08bc9cc7-7ae6-426a-b40a-150044cff3e3,"2023-11-06 14:19:35.318139","2024-08-16 15:22:04.937760",1,19f2afb9-41c4-4201-aca0-b2d01ca9ebf2,1f2836bd-5a83-4370-9b98-291e8ceb4a5d,1a933625-fdb5-4ffa-b255-e1a552f42962,space
08e16a74-8320-4d18-8841-264ddee588ac,"2023-11-06 14:19:46.368274","2024-08-16 15:22:04.967812",1,1a75cb3f-5824-48f6-80ec-425aac400fde,dfe05227-8445-4181-8152-17cc314562b2,37d0651c-8cb6-41c6-bd71-1be072b25793,space
09173a46-4489-447b-b76a-bf325060dde8,"2024-08-12 07:27:01.897431","2024-08-16 15:21:57.520069",1,af171895-4108-4af5-967c-6dfb0aeb3fe0,NULL,babdf232-f88a-4403-8d82-176110d3f932,account
09456ca5-3092-47be-89e9-9c3109770a15,"2023-11-06 14:19:40.149796","2024-08-16 15:22:05.007912",1,be2e64ff-ec82-40da-b8b5-82cf6fc5b1cf,32158d2e-eec0-4f13-b59d-2a0fc927cce3,78b1c85e-c1ad-4b23-a154-21448feb493f,space
0965a556-3234-437f-8919-85cf11b783ec,"2024-08-27 14:18:19.644203","2024-08-27 14:18:19.644203",1,51bfbf0c-153e-444f-a49d-3d741af80321,NULL,e1507f6c-fc5a-4592-8ca7-e924ba11df3a,NULL
0a3028ff-abce-4ddc-93a4-bf55a05050ca,"2024-08-12 13:17:54.580098","2024-08-16 15:22:05.041416",1,ec6c395f-c1d8-4708-a143-5ae8bda40451,547eca1f-bf79-455e-96d9-2f33347ef565,a38ee8de-10c2-4282-81e3-91bf7d59c38e,space
0aa671c7-1279-46a6-ad95-f44168a601c2,"2024-08-27 14:18:25.510019","2024-08-27 14:18:25.510019",1,d12d658b-d2da-4e20-9cf5-e357822b781d,NULL,33dcbdbe-6595-4741-8b95-ea263ba930c5,NULL
0ac95290-b16b-4ffb-bab3-80bc2a3eb035,"2023-11-06 14:19:14.450269","2024-08-16 15:22:26.729934",1,26a8caea-cbff-4a75-bb3b-bfc7ed8b5110,NULL,0b5b8fae-5e69-48e3-9732-8c86a7fe0f16,user
0b08f2e4-8fce-4fa2-a0f0-12a36aba5c51,"2023-11-06 14:19:29.450265","2024-08-16 15:22:05.077184",1,cd659613-c361-4e79-940d-88a6fd4ddcb6,5dd2a2fe-7fe2-4ddc-8c00-ad772a94a03d,a63c1619-c698-42f0-804c-e6c79ad8d649,space
0b2d0d66-59d3-4284-b2ff-20712eaa08c8,"2024-08-19 07:36:53.020704","2024-08-19 07:36:53.020704",1,925895e3-794e-41f1-9904-d2908bb4decc,29a7b1fc-83f4-420e-8c96-9a20801aa45d,49eaf514-ef9f-4502-b04b-4f59a662c863,space
0b58fa7d-1fda-4fef-8bc5-83bdc4a2cff3,"2023-11-06 14:19:14.482091","2024-08-16 15:22:26.759214",1,40716470-731a-41b1-8c69-7aac45f9b3de,NULL,108fb31f-0d24-491e-b897-886edb69618b,user
0c2998ac-a5ea-4b96-81b1-f7c978b3e1e3,"2024-08-27 14:18:27.210736","2024-08-27 14:18:27.210736",1,ad47de56-c096-419d-a389-1c773584518c,NULL,7d35a78e-902f-44c0-ba2c-c07eca9226a8,NULL
0c369715-c934-424c-8b76-708e1012e705,"2024-02-23 09:17:35.248320","2024-08-16 15:22:26.790766",1,42ca42de-5cfd-4fef-8acc-9871da0865f7,NULL,1a2e19cc-cf1a-44e2-a03a-3e1a9becf14c,user
0c5e094f-59ac-4875-a8df-60ef1daecb86,"2024-07-01 12:32:56.212911","2024-08-16 15:21:57.618085",1,acdcf536-bbac-4063-ae4d-717bbab615eb,NULL,24eb977b-d47d-49bf-b158-a357503258db,account
0c6dc219-d8cd-4073-b757-880c3518fbca,"2024-07-08 11:42:18.682484","2024-08-16 15:22:05.105318",1,4d7c68e5-fdb7-4568-babd-7bf56660859e,f8360449-0e62-48c4-92fa-a57c45750b87,63488116-2fa8-4b19-9193-3ddf0e9ddbdc,space
0d382f30-f649-44ad-b98f-3eb12638c80a,"2023-11-06 14:19:31.659172","2024-08-16 15:22:05.135368",1,7249de92-08a5-43e0-b26f-fefaf2075ea1,4cadb4ae-fa1b-4a76-8045-5c38b167f5e0,853f71e9-994c-40db-a358-c9238921705a,space
0d574dc5-2a3a-4fce-a5b6-9ccff0f92bcb,"2024-05-16 13:55:12.042091","2024-08-16 15:22:05.169357",1,1723f224-f957-4682-9f6d-6ae3b6c9ed55,e847a4d8-c5d7-4d13-a16a-c0e56016afb0,45af753c-79bb-458b-a060-29056432d54e,space
0d6c3103-c63a-4670-9bf4-32d9a7ea43f4,"2024-05-17 13:45:08.614870","2024-08-16 15:22:05.198202",1,14de8a36-4282-469a-aace-27c556df15ac,7cda416b-7515-4036-a13f-f857fbdc9d39,5f8ef2a4-1dd0-4ff2-b3ab-fb9ba577393d,space
0d8974a5-7a15-4ef2-bf03-0366ef70ce8b,"2023-11-06 14:19:51.824934","2024-08-16 15:22:05.233803",1,ee91c9d6-66f5-4b47-8284-fbc27e79f73c,fa7c4baf-780d-46d0-877f-ca74290136dc,8c4b0a3a-4172-414a-9329-1798d901ca3e,space
0d99f78b-4396-43a5-9800-74cef50c60e9,"2023-11-06 14:19:15.193385","2024-08-16 15:22:26.822487",1,8c0cff8f-11ed-47f3-b1cd-d928ebef40eb,NULL,8acd4753-eb56-43ee-a892-03ff7ec3fb2b,user
0da9ffa7-69bb-4723-88b1-f264642c7f36,"2024-09-02 11:12:44.273170","2024-09-02 11:12:44.273170",1,1066a6dd-fcab-4bbe-9b71-11920897f0db,a43895c3-1de0-4f17-bb85-7124d7e9dec8,5725d6b7-d60d-40f7-9386-5dc3ad8a42cc,space
0df5d35e-3393-4994-9887-e8e12c1932ed,"2024-08-13 14:27:48.841685","2024-08-16 15:22:05.269251",1,98fcf556-ae6c-4618-8108-17ce30308dc1,2518e884-5975-4102-a4ab-7cca067c4fb0,13d4dcc3-30e3-4f7a-9a9c-89ed918c8b91,space
0e18bc7c-70e6-406b-bb27-f5b8a5db7837,"2023-11-09 18:43:43.135199","2024-08-16 15:22:05.297867",1,2bb29697-f655-45bf-aedf-4b0c5fac66e0,78fc26b0-90fe-4ac6-8a48-8c53690fa277,ca7c2e71-8c58-481c-bc42-07f12a6e39d6,space
0e9e7b58-3f0c-4e72-9a70-9204b1f8bfa5,"2024-08-29 08:21:39.243167","2024-08-29 08:21:39.243167",1,c8dc0c8b-d8e7-4418-95f8-8b364d00fabd,a43895c3-1de0-4f17-bb85-7124d7e9dec8,58c294cb-5f4e-4b0d-b721-41d9f4f85db7,space
0eabde57-a4e3-418b-8d02-d579658c123c,"2024-08-27 14:18:38.418057","2024-08-27 14:18:38.418057",1,1d73a87d-841e-4c35-81b5-d4fb99c41371,NULL,a6a8246e-a022-4eb1-9d71-0aff42f06a2f,NULL
0ed280f8-1100-4743-8559-991383099b04,"2024-08-14 08:48:36.696603","2024-08-16 15:21:57.648140",1,a2fe971f-d276-4504-b932-a7fcbfc2100e,NULL,f64f059b-d723-4e09-b2de-7349ff3e04dd,account
0f5d6f9e-956d-48d1-81ba-65418c25e6fb,"2024-08-28 19:52:53.381732","2024-08-28 19:52:53.381732",1,9b8401ea-ed79-4c65-b635-f3557b179194,8cd36830-8599-4b4a-985e-de3609e17a4a,ab33db56-f6d3-4975-bf00-1008a36391b9,space
0f6049a6-4de9-4d50-85a3-b4a674d3efdd,"2024-01-24 07:14:14.773219","2024-08-16 15:22:05.333457",1,607876ab-88a6-404a-82d0-b29cc8cdb4a1,2e407835-cd10-49af-b591-e2b43dd10b50,1b6854c0-d3bd-470b-ac79-61a35b287f9d,space
0f65a7af-0fd4-42e5-b2b7-a25a63c532a2,"2024-05-16 13:37:38.346136","2024-08-16 15:22:05.367362",1,24c4ddfc-5edf-4bda-8820-1c4778ba6645,e847a4d8-c5d7-4d13-a16a-c0e56016afb0,63a4c40b-b91f-4483-9911-a19f5a2de734,space
0f7da221-4ad4-4a22-acad-bd3a68c45d9b,"2023-11-16 08:48:56.331318","2024-08-16 15:22:31.808945",1,d9b30587-79b4-4a22-8c49-4ce44420a810,NULL,06cbbebb-e8c8-48b2-97e7-a959c5180e9c,organization
0fbbcafe-0e5b-46d1-b411-57a589d4691e,"2024-05-17 08:20:40.830608","2024-08-16 15:22:05.400363",1,98b6aa3d-ab36-4efd-9709-acf2270a62f9,e0168925-2930-427c-8443-690bda962890,e783c60f-7033-46e8-a356-87d28b3dda03,space
10ef6284-cfc8-4cdc-8f0d-16f40e03eb72,"2024-06-28 14:12:08.218245","2024-08-16 15:21:57.680194",1,d6aa54ff-8cc3-4ecd-92fd-d8e0bc6934f3,NULL,71347d78-090c-4cc7-9833-5b254eaf96e7,account
1112b6fe-8499-4036-bf95-33888a1bf39d,"2023-11-06 14:19:52.544023","2024-08-16 15:22:05.434997",1,234b06b0-02c0-435d-8118-3966ebb4d13c,c0cc6f37-5d79-4b87-82f6-368b7a9b0578,17288f98-2f16-48c5-961c-e1b6b11d5fbb,space
1118fe99-48e4-4352-adb3-a65916884c9b,"2024-07-05 14:04:47.484850","2024-08-16 15:22:05.470532",1,f1271242-a43d-48d6-9a61-98d6faa0d54e,a6659095-e2f8-4964-84d1-d3d9cb4df1ec,229c359c-f495-4467-9474-111926aa64aa,space
116e1c53-009a-44df-b50a-ab03749eda5a,"2024-06-25 08:11:17.355192","2024-08-16 15:22:05.499434",1,1d67221f-bd72-4ea7-89f0-747943acc1b8,2314be68-56f0-40c2-8289-2454a8e17e12,e1245793-8aca-4a7e-bb95-8764f0357d42,space
11871722-7341-449f-9ebb-74b594f9cfdc,"2023-12-14 13:45:46.036181","2024-08-16 15:22:26.856439",1,f42c8566-568f-4ca7-bdc6-d0ab337466fd,NULL,1034e024-8c8e-4afa-873b-6de2cf2aaa25,user
1260a1a2-93e8-4219-bf5a-92f688a0412a,"2024-03-14 20:55:50.836253","2024-08-16 15:22:05.529700",1,768311b7-c6b6-4c1b-8079-138a6e86a570,NULL,a3b621f0-5268-4a94-93e0-fd20ddd91376,space
1277054b-17ce-4aac-8924-6f39fb7b7f3a,"2024-08-27 14:18:47.863483","2024-08-27 14:18:47.863483",1,adc18cf1-0993-47a8-b0d8-45c485565115,NULL,95e0dd97-32cf-4ad3-a123-a21edd81fcce,NULL
1277d1ff-afbe-4f80-9fdb-773238c4b8a0,"2024-03-07 08:56:40.146487","2024-08-16 15:22:31.845223",1,79e97abf-f2d6-42c9-96ff-8dfae13660b8,NULL,20c374c9-248b-4584-bd6b-ee6ca75bc17e,organization
13d9a284-739f-4e32-93aa-e0f19976150b,"2023-11-06 14:19:15.405440","2024-08-16 15:22:26.891655",1,9752a175-ad7d-4fca-8397-c1c03b89a60b,NULL,b14ead89-0e95-45cb-b0a5-1f8c44c3498f,user
140905b1-bf16-4cd5-b2dd-df1124415aba,"2023-11-09 15:19:26.239698","2024-08-16 15:22:31.876048",1,3d463356-d9ba-4dfe-87ba-03f7c4dfd50f,NULL,06a6672a-7f36-4571-88d5-b4a2ad6ac318,organization
144105e1-dc31-4289-a64b-6e09496ab28d,"2023-11-23 16:33:21.585762","2024-08-16 15:22:26.922099",1,4693067e-5f27-4b37-a11a-72629f3fbf15,NULL,501fd640-e11a-4655-b6bb-83ffce238614,user
14956997-8067-4346-b6cb-cf0c23f25dbf,"2023-11-06 14:19:15.594246","2024-08-16 15:22:26.953477",1,a8453494-dcff-4b36-a11a-2af42fa0a396,NULL,c6ee7dc3-468e-4e20-921d-5a3cd45eab72,user
14c2e58f-a4f2-4042-baab-1996a8ca72c5,"2024-08-29 07:38:52.833815","2024-08-29 07:38:52.833815",1,a506cdbc-18f9-49f2-9673-509bfd3dfa09,32109cca-64a9-4eef-8107-4bc3402b7cc3,1e2ee121-b0f3-47a8-990e-74b5a31ea176,space
1505ce25-14c4-47c1-9974-bfb915f22fc5,"2024-04-08 08:27:04.568187","2024-08-16 15:22:26.990028",1,2cad21f1-a0ed-4b46-a8ca-7fe2bf235962,NULL,156e03f9-5644-45f1-bb75-3c4f4f1b6fcc,user
150d4125-18ba-46fe-a69d-b4a934ea06e0,"2024-08-27 14:18:25.242592","2024-08-27 14:18:25.242592",1,e0e9e854-e686-4503-a31a-03fae52e39eb,NULL,8fa6d942-fc7b-4482-8862-1681f223fe90,NULL
1538dcfe-fb79-423e-a4e0-8994b2782c88,"2024-06-03 20:00:17.571266","2024-08-16 15:22:05.562575",1,ffe8d9ed-18c4-4a5c-94ae-7d2dd11d1adf,3e25dcf4-5d1e-4dc5-a581-17ce55b553d4,f63f4232-83b0-4ffd-987a-63e46bd9e6d5,space
153d0264-00f4-4343-9fe6-b41fadee0557,"2024-06-06 07:50:19.781094","2024-08-16 15:22:05.593252",1,a87c58b2-7f51-44da-a97a-7e8ef2375e45,NULL,695fc376-214f-43e5-bf3d-6c800c23fab3,space
1587d5fe-ac73-4d80-acbf-e754b3b80b13,"2023-11-06 14:19:50.963072","2024-08-16 15:22:05.625042",1,38d8c2f9-7e18-4eb7-a5f2-ccd9f1b57d26,0895b61b-169f-4bbd-b1f8-f16884a49605,71a1c46f-e3a3-4f43-8632-e0898e4b52d1,space
1597173f-f990-4b85-a422-d246a21135f7,"2023-11-06 14:19:45.279080","2024-08-16 15:22:05.655791",1,68e39d80-9908-47d2-ab9e-5814db2ddb04,9577dff5-dd43-4a91-a68e-76c8e963edb8,8ca5850a-5e16-47d2-9247-8104783a86e3,space
15a71c3f-3f12-4d08-a222-9077c9e19309,"2023-11-06 14:19:13.673455","2024-08-16 15:22:31.904794",1,a6de8108-8248-4d4e-9693-176ca7d2d81e,NULL,a2dd7915-d96a-4137-bc5a-211b99bccbdd,organization
15c85e70-451c-4dc0-9f27-b1bce9b48656,"2024-07-19 10:21:47.798239","2024-08-16 15:22:27.023576",1,d221d5ef-3601-4342-8969-e4264bb08455,NULL,01cece22-69ac-4506-ab4e-3b4451706870,user
15c9b675-63b0-4e40-8196-7cc6157971e8,"2024-08-06 14:38:19.327782","2024-08-16 15:22:27.057461",1,d6ccbe2c-c38a-4b20-8dce-6ca9373822fb,NULL,bbdb3060-74b3-46d4-a0b1-c68e096e922f,user
15dc9377-af4a-4e6b-9e90-38b21e12b31d,"2024-08-27 14:18:44.194156","2024-08-27 14:18:44.194156",1,047ed2bc-c317-4aa3-9b27-67b046a967cd,NULL,53df662a-aafc-4f12-90c5-1aff7dd8ee59,NULL
15fe1547-2b0c-4b34-9369-5ea44cea5633,"2023-11-06 14:19:39.085429","2024-08-16 15:22:05.694329",1,6b055416-0f23-476d-96d9-e903ce8187b1,347d1e8e-f2e2-45b3-a0b5-c11a3fafefc2,de53e7e0-29fc-47e2-875f-b6c98496f0c6,space
1644e194-4013-444b-b746-cbe89ffc5325,"2023-11-06 14:19:27.972848","2024-08-16 15:22:05.724659",1,759586f4-442f-45de-847a-0815ba5577b5,5eda1273-b84d-4936-9266-6ea93656a969,12c36377-af20-40c5-ba5c-34ae188ae70f,space
165b0f78-bdc4-409f-888d-f6a39aa6b65e,"2023-11-06 14:19:35.819958","2024-08-16 15:22:05.754572",1,390683b8-9c5f-4659-a1e1-0250da688582,953119e7-f7a4-499c-8c56-6d9fab702d2e,23a5f50f-47a8-4308-8cf5-bbfbabf7282e,space
165f84a9-94e2-41cd-8c63-0a5615c29983,"2023-11-06 14:19:30.683430","2024-08-16 15:22:05.791461",1,181cb9e4-39c6-4332-896e-276ecd9a4754,42a0a2d6-5cf3-4da2-8e2c-4d140494fb28,dfdd52b6-cf54-4647-adda-f80c3d44e543,space
16660b9c-f13b-4703-8bfb-9d54d787a21b,"2023-11-06 14:19:41.220848","2024-08-16 15:22:05.820867",1,2556a8c5-3dc1-4eff-9993-82783a17e709,542e78a8-2bf2-4aec-b12e-0c52a178136c,8c04ba51-95c8-4b01-924f-60aab7dd84a3,space
17363e84-eca1-4eff-bb12-0578baad0d4a,"2023-11-06 14:19:38.414103","2024-08-16 15:22:05.851138",1,62f7bbdf-96c9-49de-bb87-e30e560b3969,bb0a5c19-e6e8-404e-800a-6f3969845cac,60f831e3-5c95-4923-a830-c9d34579cc3f,space
17384aa3-f920-4a06-b95e-8bedeeed6f5c,"2023-11-06 14:19:14.763894","2024-08-16 15:22:27.096748",1,f3f673db-bbf7-4ebd-9fa4-17582031d82f,NULL,40b2c46d-5a50-4ca7-acc1-ca17fa23f0af,user
