id,createdDate,updatedDate,version,name,enabled,licensingId,sortOrder,pricePerMonth,isFree,trialEnabled,requiresPaymentMethod,requiresContactSupport,licenseCredential,assignToNewOrganizationAccounts,assignToNewUserAccounts,type
30522422-84d5-44d7-aa5b-e5a4c57ab07a,"2024-06-24 14:32:20.085591","2024-08-28 15:09:44.701053",1,SPACE_FEATURE_VIRTUAL_CONTIBUTORS,1,eb7402ca-45d0-412a-90ac-cb0770df7e0e,70,0.00,1,0,0,1,space-feature-virtual-contributors,0,1,space-feature-flag
311eeb81-333e-48b5-98a6-4db08fa9fb0d,"2024-06-24 14:32:20.023823","2024-08-28 15:09:44.631653",1,SPACE_FEATURE_WHITEBOARD_MULTI_USER,1,eb7402ca-45d0-412a-90ac-cb0770df7e0e,50,0.00,1,0,0,1,space-feature-whiteboard-multi-user,0,0,space-feature-flag
4b29ba22-e881-4695-90bf-aeb8597ad5e7,"2024-05-27 14:19:37.259000","2024-08-28 15:09:44.436629",1,SPACE_LICENSE_ENTERPRISE,1,eb7402ca-45d0-412a-90ac-cb0770df7e0e,40,NULL,0,0,0,1,space-license-enterprise,0,0,space-plan
5629141e-72c3-4951-ac40-6d0768558944,"2024-06-24 14:32:20.053716","2024-08-28 15:09:44.566014",1,SPACE_FEATURE_SAVE_AS_TEMPLATE,1,eb7402ca-45d0-412a-90ac-cb0770df7e0e,60,0.00,1,0,0,1,space-feature-save-as-template,1,1,space-feature-flag
8e4dde27-38ac-450e-9407-afb1729bec17,"2024-05-27 14:19:37.209000","2024-08-28 15:09:44.399032",1,SPACE_LICENSE_PLUS,1,eb7402ca-45d0-412a-90ac-cb0770df7e0e,20,249.00,0,1,0,0,space-license-plus,0,0,space-plan
b8c95c19-12c7-4110-96b7-b4a9e82899a7,"2024-05-27 14:19:37.233000","2024-08-28 15:09:44.497835",1,SPACE_LICENSE_PREMIUM,1,eb7402ca-45d0-412a-90ac-cb0770df7e0e,30,749.00,0,0,0,1,space-license-premium,0,0,space-plan
d021b37d-bf13-4309-bd70-b88b358dab3e,"2024-08-28 15:09:44.744194","2024-08-28 15:09:44.744194",1,ACCOUNT_LICENSE_PLUS,1,eb7402ca-45d0-412a-90ac-cb0770df7e0e,50,0.00,0,0,0,1,account-license-plus,0,0,account-plan
f579c128-c2bc-4464-82bf-15517b8e5ad3,"2024-05-27 14:19:37.186000","2024-08-28 15:09:44.339923",1,SPACE_LICENSE_FREE,1,eb7402ca-45d0-412a-90ac-cb0770df7e0e,10,0.00,1,0,0,0,space-license-free,1,1,space-plan
