id,createdDate,updatedDate,version,name,tags,authorizationId,profileId,tagsetTemplateId,type
00db46ef-e39b-460b-88d3-5b88a0ec91fd,"2024-06-05 15:18:11.618217","2024-06-05 15:18:11.000000",2,default,,47995fc7-8f00-42af-bcc2-8f783ecd5826,cf618c05-5b23-4ab9-b2a0-67180802362b,NULL,freeform
00dfc544-1e24-4a38-89c8-06ac4a0784ad,"2024-04-10 10:48:43.404387","2024-04-10 10:48:43.404387",1,default,,974f8a55-9d58-483b-86d6-c5850988855a,fe41cc6e-b2fd-4cbb-8110-e5c56bb9af48,NULL,freeform
00e4f432-72cc-497e-aa5c-827248042fa2,"2023-09-27 15:06:38.741696","2023-09-27 15:06:38.000000",2,default,,002053ff-c5b6-4b39-bfa0-8cc281bcb00c,263c53ee-ec6e-4625-ba5a-636d55583735,NULL,freeform
00e76805-5884-444a-82cf-ede3f3a05f71,"2023-11-06 14:54:09.001665","2023-11-06 14:54:09.001665",1,default,,40925c39-c68e-46e0-9869-0b02fa8c841f,NULL,NULL,freeform
00e95e52-1493-4d18-9aa0-a5eca02adb48,"2023-04-06 12:15:41.000000","2023-07-10 12:33:35.108581",1,default,,c1b0d3dc-2a51-42d7-b09d-16905423f81b,7c75903f-fa16-483b-928c-5029e2ea8255,NULL,freeform
00ea588c-cf45-4b70-9c28-9e5faa8bd149,"2023-04-06 12:15:38.000000","2023-07-10 12:33:24.225225",1,default,,2594d692-b11f-4003-973c-0dea1298becc,11886cf4-b0bb-45f5-ad3d-da58c9b5333e,NULL,freeform
00f4aa5b-44ba-4c5e-bb5e-c3bcc6e6d248,"2023-04-06 12:15:39.000000","2023-07-10 12:33:26.037697",1,default,,3edc27bb-31d9-4487-8128-41332cbfeffd,28ffabe3-549f-4b7e-8f4c-11d54ebcfa5a,NULL,freeform
00f56470-9fe9-4fe5-ba97-ebacda5aea94,"2023-02-21 10:27:24.256282","2023-07-10 12:33:38.889505",1,default,"next event",f4fd94a4-f93e-499f-b3c4-fa296cf6cca7,4707928a-f080-429a-902e-ad11ae2e9d3b,NULL,freeform
00fb1944-0be8-43ed-814a-65ad48be7c32,"2024-04-10 11:09:13.950265","2024-04-10 11:10:30.000000",3,keywords,"VC organization key",3a2bf267-d083-479f-a67b-73dcfd6b9ec2,a8b68b91-f321-4a8b-b94f-217199e810f8,NULL,freeform
00ff47c4-1bab-4e56-8e33-adc4d4b19c8b,"2023-07-20 12:05:33.520318","2023-07-20 12:05:33.000000",2,default,,8402a218-ef7d-4275-b8e3-e773b044faf9,d1bc9efb-fa80-47bb-8ac9-b3a913a138ea,NULL,freeform
00ff5118-16fb-4dda-9609-d9c098de9438,"2024-03-11 10:05:47.943726","2024-03-11 10:05:48.000000",2,default,,dc07b7fc-3c40-4ef2-97f2-b6163dfba192,1e2f6a03-417a-4acb-b862-025b805f1bf5,NULL,freeform
01001531-b6f0-4490-89cc-45ec2f3f96c8,"2023-04-06 13:36:18.660439","2023-07-10 12:33:25.308216",2,default,,3654a787-7853-4ccf-93f2-d02871099245,6345c4e9-68fd-4451-b053-7b70ba3b559a,NULL,freeform
0105f291-4d56-48a1-bb1a-8e788dc99d43,"2024-05-30 10:49:09.253820","2024-05-30 10:49:09.000000",2,default,,d49a2c74-0d12-402b-87a9-ccc236a75a12,dfec4925-1bf1-4910-bb0a-812e9ae3cf2c,NULL,freeform
0107d09f-bd9d-42d8-9823-c3c0b73eee55,"2024-05-17 13:39:28.724800","2024-05-17 13:39:28.000000",2,default,,c77da2b3-146d-48ec-b2f4-0d4c8d45f7b6,e93e48d3-5ad0-4a88-ab20-e2d9ac69d459,NULL,freeform
01095dd4-4fb5-4122-8dd9-c088de31362d,"2024-08-29 08:21:50.958889","2024-08-29 08:21:50.958889",1,default,,6a76572c-474e-450d-ba7c-e25e75a618a6,b5bf8119-4b0d-4881-95ff-d7ef43220c0b,NULL,freeform
010f5c32-e8b7-43b2-9747-c967942ca00c,"2023-12-14 13:47:01.414373","2023-12-14 13:47:01.414373",1,default,,d7bf9e46-40b5-4ae0-ace6-93ea27d2563e,NULL,NULL,freeform
010f5dd1-5ffb-4b81-b596-859c019a0989,"2022-11-14 13:24:33.066010","2023-07-10 12:33:31.763302",1,default,,90615b59-6602-475c-ba7a-5fa8199c5e55,ef3eb516-1c65-4378-ac8e-4ca2c3f062fd,NULL,freeform
011f8974-9d05-44f8-9a75-d93c74e25b69,"2023-08-16 12:47:01.839023","2023-08-16 12:47:01.000000",2,default,,01672602-50e2-4e7a-b47d-be2f866c6284,91f1607e-e2b6-4a57-ba80-c1f79825ad22,NULL,freeform
01330f4d-4617-4542-a40a-9d97878cbd26,"2024-04-10 11:54:16.800396","2024-04-10 11:54:16.000000",2,capabilities,,8cbc1adf-e760-4a20-8568-95c88954c98d,2e64a83e-2c06-4a5c-bac7-11bf49b86338,NULL,freeform
0134176a-7122-47d5-9b28-723e2c62b58d,"2024-07-01 10:36:12.629244","2024-07-01 10:36:12.000000",2,default,,72018eb6-9e4e-4ffd-880a-022ab68b1a2e,f5e5fea1-5772-4bf9-9876-8ffe52975ac6,NULL,freeform
0137605c-316c-41a2-86dc-f0504270ab6c,"2023-06-28 08:43:32.217373","2023-07-10 12:33:34.631774",2,default,,bae55cc5-35c6-43fa-ab04-e0b64895928c,44819fd4-d4e1-4ef0-b881-e2d567a88fad,NULL,freeform
01445f8a-8197-4269-a287-e97e738bd8d0,"2024-05-17 08:38:30.475576","2024-05-17 08:38:30.475576",1,default,,37b12e0e-42c6-4c3c-937f-6765789fa0c0,NULL,NULL,freeform
01446d80-79e6-4fe9-bf03-9457c141652d,"2023-04-06 12:15:45.000000","2023-07-10 12:33:29.374328",1,default,,6df0a46f-441e-437a-a1a1-971b34402174,fe1ac627-d0ca-42ba-a3d3-77cf2c268417,NULL,freeform
01482cdf-5234-47ba-a414-3e3b46dee6a2,"2024-04-08 10:04:46.166334","2024-04-08 10:04:46.000000",2,default,,9b299852-c89a-431e-b817-e0c1a81910a3,0cfe6ac0-761a-4261-82d2-2969e7f1347b,NULL,freeform
014a3d88-9c56-486d-b745-7ba9e0e71ca6,"2023-05-12 06:53:00.897430","2023-07-10 12:33:36.194451",1,default,,d0d3dba4-6f11-4ff9-817c-06c8405add30,NULL,NULL,freeform
014ce51c-448a-4f5b-9f19-7918a07bd66d,"2023-08-04 11:27:01.676305","2023-08-04 11:27:01.000000",2,default,,9683303a-9a95-4c6d-aff4-78237df4aa65,c263badb-d1b8-4825-8615-2afc2e26df85,NULL,freeform
0154be28-2fad-436d-98b6-f4900648598c,"2022-10-05 12:35:25.294870","2023-07-10 12:33:29.467719",1,default,"hub-release-05-10-2022 tag",6fb159ec-7491-4e51-b8db-9107706684cf,c53a18d9-929e-4a42-8bd3-b2512a90cc7f,NULL,freeform
0157cb3f-f2ee-47ec-9012-cd5402994a46,"2023-05-11 10:20:30.759884","2023-07-10 12:33:34.346803",1,default,,b766c920-4197-408d-a706-79c3723ee178,NULL,NULL,freeform
01635e21-772e-4df2-992c-419c8124de9a,"2023-05-10 08:19:50.555358","2023-07-10 12:33:38.998665",1,default,,f6ada1c4-a4a1-4892-a54e-01d768b91b18,NULL,NULL,freeform
016974cd-6a84-4f30-aa9a-0f66085dc173,"2023-05-11 10:20:08.810810","2023-07-10 12:33:36.157252",1,default,,d0685a79-b31b-4f7a-b106-a10e7cd30ce6,NULL,NULL,freeform
016e265c-28bb-4bf5-8889-c95edd6a05cf,"2023-05-11 10:20:36.197193","2023-07-10 12:33:28.767939",1,default,,65495e8f-4bc3-4aea-8cd7-a57142d61267,NULL,NULL,freeform
017690f1-b12a-405a-945e-002c34ab137a,"2023-04-06 12:15:40.000000","2023-07-10 12:33:32.416849",1,default,,9a5dc769-a9f9-4daa-8e1a-b26d534804a4,4cfaf4d9-6c18-4039-aa29-16a37714d645,NULL,freeform
017c022b-2999-4306-a20a-9d5378a24a62,"2023-03-22 14:51:54.034148","2023-07-10 12:33:27.832274",1,default,"Tag 1,Tag 2",5893813f-9ff3-4747-b695-a4e373d5380f,43317007-8a18-4bd5-a221-df11e861b79f,NULL,freeform
0180ee5d-73f3-421f-aba6-a10bd43a176d,"2024-02-09 13:55:01.372923","2024-02-09 13:55:01.000000",2,default,,ab6c2697-0a84-459a-a814-79cf7ba2a186,5fd9b71e-17fd-41e8-b687-90134d56f802,NULL,freeform
018874ec-513e-4fe2-b1ba-81f3e676225c,"2024-07-25 14:19:23.901306","2024-07-25 14:19:23.901306",1,default,,2f178cfe-6a14-4e43-83c7-545d3f227525,NULL,NULL,freeform
01938cf7-2588-4c3e-8894-2cd333afa2ec,"2024-07-11 15:15:06.936677","2024-07-11 15:15:06.000000",2,default,,e689cbc8-9169-431b-864f-78c4decfffad,8c2fa592-f04d-4249-aad3-c1aca1d65ba2,NULL,freeform
01965ea9-3796-45b6-9901-ea3f38d2e8c0,"2023-11-16 11:39:57.720399","2023-11-16 11:39:57.000000",2,default,,f44a41bb-aae6-44f0-963c-0be5e6187e10,e6989538-73f8-4032-85c4-f532e46722c8,NULL,freeform
019b4e8b-b199-411a-be04-52abab0986c4,"2023-11-08 11:07:02.890009","2023-11-08 11:07:02.890009",1,default,,c911421b-ea73-4008-8d45-30e20eb4a7ba,NULL,NULL,freeform
019c8209-38d1-4ecf-9c12-1f1a1626b8c7,"2024-02-20 16:31:47.761916","2024-02-20 16:31:47.761916",1,default,,73cb49c8-ba70-441a-b7db-a97f965a75e0,NULL,NULL,freeform
01a04377-3416-4450-a5c3-14c2d60ce97c,"2023-11-08 10:46:30.391455","2023-11-08 10:46:30.391455",1,default,,0d1b003a-b846-4115-b16c-5d07a400327c,NULL,NULL,freeform
01a76fe0-d99d-48b5-9461-22b066789250,"2023-11-22 13:59:39.975929","2023-11-22 13:59:39.975929",1,default,,1c040669-c2f8-4b32-9327-c6bed26301e3,NULL,NULL,freeform
01abf469-580e-434e-a92c-bb993ac54576,"2024-01-30 15:07:20.261706","2024-01-30 15:07:20.000000",2,default,,e306d116-bdc1-44f2-bd67-06e4ec3ab5bb,26fb65e9-0485-4a1d-8fb0-d8bc1c271d8a,NULL,freeform
01b7ddf2-9eac-4e4c-8117-234d65279751,"2024-07-05 15:02:24.788995","2024-07-05 15:02:24.000000",2,default,,3a456c54-fbd4-4922-aad7-01c760529632,e23e82d3-588d-4bd7-a329-a643d8e6253f,NULL,freeform
01b83539-39dd-4be9-921d-14bdb27b3c1e,"2023-08-04 09:25:35.844881","2023-08-04 09:25:35.000000",2,skills,,99775007-3e7e-4fa1-9723-7fff7f23784c,56b91eab-31d7-4fbe-8c45-9bd779fa2fdd,NULL,freeform
01b9125c-1161-491e-97f9-85c1b7121a43,"2023-11-06 14:54:03.946064","2023-11-06 14:54:03.946064",1,default,,d48749ea-de9a-4f6e-b456-36aaff119c2b,NULL,NULL,freeform
01bb5e18-726b-4e31-b9a8-16ce17a6f820,"2024-05-28 08:51:32.593927","2024-05-28 08:51:32.000000",2,default,,8b491f05-f88c-4d62-bc47-930d8b04203c,7f4588ff-fa61-46c0-844a-b9bdd77825f0,NULL,freeform
01bbd44a-5bc9-42cc-8def-c4299b137c6e,"2024-05-28 11:00:50.343401","2024-05-28 11:00:50.343401",1,default,,a22451ae-a313-4ef0-a6f2-799307a4ea2d,NULL,NULL,freeform
01bebcdd-ea0c-4183-a8cf-941ef55fd84e,"2024-04-17 10:06:34.869760","2024-04-17 10:06:34.000000",2,default,,af5eea65-b85e-42fa-a45d-c9abc6f225d6,4736260b-977d-42d9-9e56-31125e17fc28,NULL,freeform
01c2f1f1-3887-4e1e-9cd0-ec09b39fb93f,"2024-01-29 08:08:18.336602","2024-01-29 08:08:18.336602",1,default,,f9ddda71-010c-464f-825f-693548e0eb3c,NULL,NULL,freeform
01c44773-6697-42c4-a455-146b366bb860,"2024-04-10 10:48:40.076880","2024-04-10 10:48:40.076880",1,default,,fc50ca0b-6053-4b82-bc8d-081307431c90,ddd50dba-f8ed-42f9-a94d-3062bbdd1036,NULL,freeform
01ca031e-d211-4591-a55a-bdf008b6c3ba,"2023-02-13 14:09:53.083676","2023-07-10 12:33:37.167860",1,default,,de724cf3-6b26-4dac-b2e8-5e8bbaaf74c1,ec078849-9fb7-4736-aa83-2806aa1032c7,NULL,freeform
01cd5566-8758-4c03-b005-30599cbfca05,"2024-04-08 09:59:56.880872","2024-04-08 09:59:56.000000",2,default,,79bd5097-22d2-49ad-98ab-c4b51aaeb0fb,d0558cd2-0974-4c18-b345-3ff3031fe5e1,NULL,freeform
01cdf642-02ea-4215-9f28-faf86dab5049,"2023-08-30 15:20:08.827163","2023-08-30 15:20:08.000000",2,default,,1bacd55a-fa3c-48e2-802d-038b416d61fd,56cdbea1-928d-4663-805d-d8cdf7db3814,NULL,freeform
01d4adff-6cce-4fd0-b404-fe4fd9c5b59f,"2023-04-06 12:15:45.000000","2023-07-10 12:33:27.715608",1,default,,57251159-bdda-4686-b2fd-c53b9d230538,f971883f-27c7-4e2b-a312-3a23ef274d01,NULL,freeform
01d54039-3538-4520-bed6-365dcc325e5b,"2024-07-26 09:25:54.998149","2024-07-26 09:25:55.000000",2,default,"Space-july26-2024 tag",ba27e104-a82b-470a-9939-2c1e95c25c76,831f1a8f-22a1-41e4-af21-bec1a0b5c0e3,NULL,freeform
01dbd1a4-357e-4a3e-a892-667f25fe1d25,"2024-06-06 08:06:20.294668","2024-06-06 08:06:20.000000",2,default,,17b26ec8-5371-48a8-ae0d-2f6169420684,319b0d6d-f203-4e66-b1bb-847d7608911e,NULL,freeform
01e06a1e-9f9c-46d6-bc2b-da934baa05fa,"2024-08-12 07:00:34.767416","2024-08-12 07:00:34.767416",1,default,,cbfcebbd-ac6d-462f-a1ec-34d2e3d0df09,6d9d64ba-9a78-4a1e-b4e3-373478127e1b,NULL,freeform
01e60b9d-fd6e-4dc2-bd24-5495d9b445fb,"2023-03-01 15:49:23.071399","2023-07-10 12:33:36.198895",1,default,"What is Lorem Ipsum? Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",d0d9cac9-e6d4-4950-a982-c4c41cab8e08,cf08397b-bb95-41a0-9848-7325be542c1c,NULL,freeform
01ed0c7c-77cf-404c-8e80-48e46cc4f1f7,"2023-05-03 14:45:47.176691","2023-07-10 12:33:35.941550",1,default,,cdca5aa4-1bf4-41b0-9353-f6e87cda2cc5,34d5fc00-3642-48b6-9a08-cad06494d977,NULL,freeform
01f4af37-0ab8-444d-95d2-13c1482bea89,"2024-08-12 14:04:23.304063","2024-08-12 14:04:23.304063",1,keywords,,8a4deb31-2eba-4c54-9004-f56f5c8b2705,c73f5d0e-ad50-46e5-a0d3-ef70f1782bd7,NULL,freeform
01f6a6ba-dd97-4c18-8c6b-344276378c44,"2023-04-06 12:15:43.000000","2023-07-10 12:33:25.317409",1,default,,36624d94-a613-4895-98ae-5a0207d43d97,c14b4d10-fa26-4582-b1df-fdde71ea1ff3,NULL,freeform
0208d1e8-3c96-48ff-8373-e36d8059b4ab,"2024-04-10 10:48:40.751958","2024-04-10 10:48:40.751958",1,default,,0448069e-121f-49f3-82a4-4c89d6be0ac2,5d55a9e4-dc6e-4927-912d-c0efd77d1e78,NULL,freeform
020da445-a0e7-4774-8805-014d3b686c4e,"2024-07-08 11:42:23.768481","2024-07-08 11:42:23.000000",2,default,,0b1ba2d2-7cdc-40fd-aa13-d3f89cdbc017,189001c6-b533-4eae-97f2-fbcff1fd901c,NULL,freeform
0210543b-3886-4f0d-9670-e0478fd196c9,"2024-06-03 09:07:33.735304","2024-06-03 09:07:33.000000",2,default,,4a407a59-a4fb-44ab-b1ca-c9bc237d69f9,6c98cc44-af46-4ba2-8935-57a57f68eb28,NULL,freeform
0214a6b8-de76-4456-844b-ed9374b49d38,"2023-09-20 14:28:55.614223","2023-09-20 14:28:55.614223",1,default,,32b1e96e-d721-467b-8649-5b3c4ac53508,NULL,NULL,freeform
0216ecb3-26bb-4ae9-b0a3-3fd430132053,"2024-03-25 11:34:22.717571","2024-03-25 11:34:22.000000",2,default,,9ea11c8f-5a38-4e7e-8e83-48cf3ee70b8c,d3037c3e-487d-42e3-bff3-a30ff2d8c291,NULL,freeform
021a6a7b-1279-4e06-986e-d4e66272f012,"2024-08-12 09:43:11.243311","2024-08-12 09:43:11.243311",1,default,,0c12ada0-9d26-483a-9356-1cb1deb008d5,d8873695-07b6-421b-8a7b-3bc5b6c8f29c,NULL,freeform
021bf437-ebd0-4900-b42b-df6163de6bc7,"2024-07-01 12:33:51.493668","2024-07-01 12:33:51.000000",2,default,,ab083ee1-2b9d-44dd-ae1f-df9b8e522bf0,578fb760-28cb-4a0b-8a0e-fe5909d6ab19,NULL,freeform
021c5fd8-f37c-4841-b518-a72f118359d7,"2023-07-19 15:51:50.298905","2023-07-19 15:51:50.000000",2,default,,5a02731c-1bb0-42eb-90da-b7c31178dd1a,dc0e9037-cf35-4e0f-9803-29015c052f3f,NULL,freeform
02240dbd-e2c0-492f-a966-b848730e40d0,"2023-05-11 10:20:29.991287","2023-07-10 12:33:27.514532",1,default,,54244d4e-455b-464b-8f5a-30ee3fc979c4,NULL,NULL,freeform
