id,createdDate,updatedDate,version,authorizationId
00593195-2a46-44fa-898e-3ab92067eff3,"2023-09-29 08:53:04.847806","2023-09-29 08:53:04.847806",1,84a865fe-f5ff-4695-aa3b-5159f7b1b0b0
006c7d8b-5f7a-4faa-9b35-313bdeba063d,"2024-06-03 19:50:24.232480","2024-06-03 19:50:24.232480",1,327954e0-4adf-4f08-b572-34eac7d5689d
00daee81-8e3b-43fe-adec-6795f4fa9b9c,"2024-03-12 12:45:12.059077","2024-03-12 12:45:12.059077",1,d570028b-f4f2-43e6-a459-9688cb717d50
0104a9c5-3bc6-421f-b0de-96021c095ee2,"2023-02-02 12:08:59.296270","2023-02-02 12:08:59.296270",1,26ef6055-f1d6-4d47-a9fd-962d8eea1a05
0133e8cb-4939-4b39-9fab-1d5eb29280b4,"2024-07-05 08:31:17.608386","2024-07-05 08:31:17.608386",1,542a577d-cdea-4cb4-b659-7f747a433030
01410eb0-bffe-48bd-8029-06da4aabc266,"2023-06-01 09:37:57.267889","2023-06-01 09:37:57.267889",1,0a04496e-12ce-4181-add4-933848b3296c
0184d76e-2e2c-4318-a32f-6ae2970a776b,"2024-08-29 08:22:59.931951","2024-08-29 08:22:59.931951",1,df97a145-8ffc-4836-ac64-472ea930b4a6
018f42b4-49f2-487b-9b36-742b18b532e3,"2023-08-16 11:13:30.000000","2023-08-16 11:13:30.000000",1,44e83e91-4ceb-4e47-a230-e73e26f989ee
019c0d9e-9af8-4996-98c7-b6bc48a3173c,"2023-08-16 11:13:34.000000","2023-08-16 11:13:34.000000",1,81823915-3e10-4a60-9a3d-321f2d526917
050f3bfd-eaca-4d9f-93cc-6e773cc4472b,"2024-06-03 20:00:27.106397","2024-06-03 20:00:27.106397",1,aa040d38-9c6c-4380-a090-e2107631e044
05d4ce2d-2199-4eab-a928-a696cf0ff050,"2023-08-16 11:13:30.000000","2023-08-16 11:13:30.000000",1,3dc39464-b37a-4583-a745-f22e27f4e444
062b1b92-8ef3-4a34-8f3a-44cc8200b10e,"2024-05-16 13:41:31.697536","2024-05-16 13:41:31.697536",1,62ab2822-7d31-4525-8b92-491a65675260
065c588d-b83f-4f42-96ba-b175738c5446,"2024-07-05 15:02:19.834804","2024-07-05 15:02:19.834804",1,025329fb-6c12-4929-8ef6-3dd13c53f040
06e1bf04-fffd-47a2-ae60-04864ecc79a6,"2024-04-08 10:04:43.683142","2024-04-08 10:04:43.683142",1,ad4bf2a0-6026-48f3-85b6-77f51860a04b
0700a1cc-faa9-454c-8a58-82c7760c59c4,"2024-06-25 17:54:31.097695","2024-06-25 17:54:31.097695",1,4f515ffe-f1c9-47a2-9341-d6a88423de3a
07af0c38-4e09-42af-b0c6-6d7fc3198793,"2023-08-16 11:13:30.000000","2023-08-16 11:13:30.000000",1,a4b3122f-841e-4cfd-b751-7c9bf9a64cd2
0833d5ec-48a5-4252-9777-cc5e444a83c4,"2023-01-26 12:06:52.000000","2023-01-26 12:06:52.000000",1,5d536d38-c944-47d1-b62b-230f392eacb4
08352f35-cc4b-4642-9c7f-f8df5166a314,"2023-08-21 12:02:35.009564","2023-08-21 12:02:35.009564",1,adae41d5-ff82-42b8-be63-0304e879a940
08a183ff-5fe7-4ea0-b15f-eafea662b6b2,"2023-10-10 13:03:24.079384","2023-10-10 13:03:24.079384",1,de81f758-6e06-40f6-a49d-abaa7840b85d
08bed3c6-459b-4214-bfa9-fbc5b2c9e80a,"2024-08-07 09:23:26.710713","2024-08-07 09:23:26.710713",1,075020f3-f0f3-439f-a962-58106265d705
08dac7bd-3664-415e-ae00-d2aedeecd3de,"2023-08-17 08:55:04.624566","2023-08-17 08:55:04.624566",1,be0da60a-027d-4cff-a5c7-efa903f6ff27
08ef06de-ff46-407e-8f04-aca51f0c6ff7,"2023-08-16 11:13:32.000000","2023-08-16 11:13:32.000000",1,1596836d-4594-4e23-a097-4ba97dd77033
0903545d-3443-4451-83fb-3a5176a2f585,"2024-02-09 13:47:31.615598","2024-02-09 13:47:31.615598",1,4c9fff77-2704-4d4e-9284-789ea371c245
0980bf52-aacd-418b-a1fd-f449bfdb73bf,"2024-02-01 12:47:46.024298","2024-02-01 12:47:46.024298",1,5d67274c-10b6-4bdb-bac8-6d512a178f8f
0a34e8c0-e9cb-437f-bc72-43d2003768ed,"2023-08-31 08:43:15.347701","2023-08-31 08:43:15.347701",1,7dc72743-7d7c-4c60-9e7e-198bb5fe414e
0a5f2acf-b938-471d-ae05-44cf1d8fac66,"2024-02-20 15:59:55.343541","2024-02-20 15:59:55.343541",1,89812779-7cc1-4e22-9c61-953c7adb70ea
0abf31b8-c904-4e4b-94a7-2707ca0ad464,"2023-08-16 11:13:33.000000","2023-08-16 11:13:33.000000",1,a0020f73-053b-4132-88db-7884bb2f21a6
0b406f6c-5a69-4f7a-b9ab-0ca8238feebf,"2024-05-20 10:41:56.006442","2024-05-20 10:41:56.006442",1,fcf62d7c-85ab-45fe-b672-6794ce55be13
0c3f47fd-9314-42ae-879e-f1d03b68ff91,"2023-11-16 11:39:55.339463","2023-11-16 11:39:55.339463",1,1a43aec2-f2a6-4ae5-8c24-992e180b3bf6
0d15245a-697b-4a15-bb47-d63d279c355e,"2024-03-07 09:24:45.444220","2024-03-07 09:24:45.444220",1,a50bb301-65f3-45ff-a165-9912deace6da
0d6be7f5-04f3-45bd-b2b0-01612dc97c01,"2023-08-16 11:13:31.000000","2023-08-16 11:13:31.000000",1,844c0bad-f626-448d-a990-afb1b6d116a9
0dd04860-80e9-4adb-bb3b-869822d4f74d,"2024-06-03 19:59:28.205632","2024-06-03 19:59:28.205632",1,b32f4448-ce39-4de4-a0a6-ea7d5cbfa778
0e08cc37-1843-4453-aa4b-6919898e2738,"2024-07-01 09:22:08.523300","2024-07-01 09:22:08.523300",1,f01915c5-1930-486e-921a-7e5e76b21d82
