id,createdDate,updatedDate,version,nameID,type,visibility,authorizationId,commentsId,collaborationId,sortOrder,publishedBy,publishedDate,createdBy,framingId,contributionPolicyId,contributionDefaultsId
01143811-845a-434d-8d10-2b8b9926efce,"2024-05-16 07:51:07.977929","2024-08-09 08:38:37.000000",65,stakeholder-map,whiteboard,published,c0ffdfd9-8f89-43f8-a619-abc727b26481,NULL,9ad97d25-4b02-4fca-8be9-3fb7fcd3dd68,2,NULL,"2024-05-16 07:51:08",efea4dfb-af17-411c-bf28-e42b390eebb0,698c3477-e585-4aad-bf92-a07cdefb8ca5,fddcf337-8220-4727-9ac2-6b4a2462a9b7,ddddf0ca-4061-48ba-a945-6baa4cbdecaf
012a42c0-480a-42d3-82ed-0eec44be0f1b,"2023-08-04 09:34:42.160254","2024-08-09 08:37:41.000000",351,recommendations,link-collection,published,b8e61b61-340c-4b6c-ae1e-d2518f5bc529,NULL,603937a0-2775-4de9-b216-665b8f44b8d9,1,NULL,"2023-08-04 09:34:42",NULL,23a99a15-e000-4e0b-bb9a-36f184f50153,f8755ee8-7da8-45ea-a0c3-71b05ddf2243,869695ca-cb00-4ed8-80d5-5e7447e98f5d
012d6afb-aeb6-4b9a-a1a4-edd294f1ea19,"2023-12-05 13:14:02.348279","2024-08-09 08:38:15.000000",137,newwb-6654,whiteboard,published,ab7a8e0d-e073-404a-8174-614f0befb2a6,NULL,7814aa16-74aa-4ad8-8258-053b8ff49e8d,13,NULL,"2023-12-05 13:14:02",e05a5738-014c-4c95-a57d-35f03da2d156,30b3e5d2-9296-4a92-90c5-d595aca44518,ececb9f7-3982-4c0d-984b-e56d04861676,8df178ea-99dd-48b7-9ac6-4859c7d15e14
01321653-e26c-409e-bc37-3fb22f425a78,"2024-03-07 09:01:16.321610","2024-03-07 09:01:17.000000",2,challenge-ideas,post,published,bc21e0ec-293e-41fa-bc54-de76cc8c6cba,14981534-4c9e-4300-9d02-a2ab4407a412,1c97d6e9-35f2-417c-9abc-e5a73c47bdfa,1,NULL,"2024-03-07 09:01:16",efea4dfb-af17-411c-bf28-e42b390eebb0,203f8fef-b97b-4331-adf5-841567da0025,2645f0c2-4e11-4394-bb26-fbbba7feceba,f55ce26b-86a1-4b12-9913-68a261e0f699
0134a400-6f43-4fad-ae60-5af0e6e121dd,"2023-08-17 09:12:44.421639","2023-11-06 14:18:01.646284",88,opportunity-ideas,post,published,6f44fe2d-55f4-46ff-83e3-dc804708d658,e213b94d-d9b0-47fb-980a-f03b0973a446,0acac71a-90eb-4293-abcb-b5efbdb99adc,1,NULL,"2023-08-17 09:12:44",4bfed890-b89c-4dce-baa5-7fbaf2470882,4a5ade98-45ec-41e1-888d-be7b4ad129f4,5d437398-6a69-4238-8983-233181aae592,28588bd9-cbf2-4157-b7c6-f4fcb58f0a0d
013f8170-e37d-47d8-a38f-70a744e5972e,"2023-08-17 10:18:16.562026","2024-08-09 08:38:14.000000",219,proposals,post-collection,published,84f95033-6a57-45b3-9016-9db43f5478fa,NULL,afa70292-b3ae-4eba-a0a0-4bc26951a0f0,1,NULL,"2023-08-17 10:18:17",4bfed890-b89c-4dce-baa5-7fbaf2470882,dac56268-4426-4c1c-8b82-190faa9381c6,5015b753-a804-465d-823d-19aeaa04c572,7d5aab5b-1be1-41b7-a282-e62f19367bbd
014112c4-85f2-4762-95ea-81074062e0a4,"2023-11-08 10:26:30.298079","2024-08-09 08:37:46.000000",146,stakeholder-map,whiteboard,published,024c823d-840c-41c0-9f31-ee4bc4dd9921,NULL,f2e5df5a-0073-40d3-b62d-551879c93158,2,NULL,"2023-11-08 10:26:30",efea4dfb-af17-411c-bf28-e42b390eebb0,ed62ea2d-1201-42f2-917e-0b191b902b5b,3dcaf502-233e-40b2-a650-06ce17f02bf2,17c511bd-c35d-4b00-9c8b-22639be6644d
01457361-ed0e-4186-ba5b-4448109ab7bc,"2024-07-05 13:55:30.643935","2024-07-05 13:55:30.000000",2,activate,post,published,cc6941c4-d9b8-4d76-9796-c5d944e2d144,6dfa85b4-bfc6-49fa-9af0-9101d45b4b56,c257ee1a-7b18-46d1-bb98-82c43bfda323,10,NULL,"2024-07-05 13:55:31",70e6e81b-36d9-4feb-8547-fbb21b1dabc3,c619edd3-57f9-402a-b604-b0a418b12d1c,958655cd-f54a-4ff5-b752-c139a51d8a42,66f6f605-152a-449e-9426-635a786ca659
0145848e-05be-4564-b406-ae8f39122d42,"2024-04-25 08:21:59.705273","2024-08-09 08:38:25.000000",67,stakeholder-map,whiteboard,published,3d20421e-a219-45e7-a887-b980d2718b03,NULL,2cd918c9-5a43-4808-a67d-482f946c6800,2,NULL,"2024-04-25 08:22:00",efea4dfb-af17-411c-bf28-e42b390eebb0,a7f0b484-8c91-435d-80fb-eaa79f50e8a6,c43804d1-3ceb-4e11-9886-456c86b192f6,f5c26dd4-a204-4dc4-a6f4-4fb404429e0a
014a7def-953c-473b-ae74-67bc1c1b376b,"2023-08-16 15:34:44.125758","2024-08-09 08:38:26.000000",217,stakeholder-map,whiteboard,published,d1b010f2-c455-4863-bcee-dfbec0c20529,NULL,0d06a0fe-6609-4982-ba1e-73ed680e8ad3,2,NULL,"2023-08-16 15:34:44",4bfed890-b89c-4dce-baa5-7fbaf2470882,f57e865f-074b-49a4-a59a-f18243c72ea3,8fdcb291-adf5-462a-954f-6c3101252bbc,7b210d62-4e29-4c9a-a9db-30d896dd5c6d
015017b0-145d-4830-9dca-de80b50e1931,"2024-06-06 07:50:34.092723","2024-06-06 07:50:35.000000",2,about-subspaces,post,published,e16187ad-e762-4b55-99cd-3b503b48815c,1cfc56a9-3f6b-441a-ad74-d925d60ae7ad,7cbf21ab-e4a1-40d1-92df-7522012e0560,1,NULL,"2024-06-06 07:50:34",b5b50e23-2958-46c9-a544-64e6c6d6b046,93952a3e-3517-40cf-b419-c1d1a433d687,d7921448-04cf-43ca-8dfd-06bb7dbf2b99,789a4260-182d-4807-88cd-a8b1930a678a
01532717-0e4a-4828-b1de-446f8b46bc19,"2024-06-03 13:32:40.418701","2024-06-03 13:32:42.000000",2,cleaning-up,post,published,02237dd0-6562-42e0-9aae-d7faace171eb,32a80762-ec59-4651-8176-4fe80469ed37,70cc7f50-bf97-4e6e-9e16-8b1b830937ee,4,NULL,"2024-06-03 13:32:40",b024c1f4-fe89-4334-9ee9-f81f06624b5c,84473d1a-e6da-4761-b9fb-b8eb86181680,1eedb771-9e1e-4d85-817b-87ec9ffd01ae,969d8fca-53db-4019-952c-686a23f33704
015bd36b-1372-4527-a235-0c216b154bd6,"2024-08-28 15:23:24.137292","2024-08-28 15:23:24.137292",1,initialposts,post-collection,published,b6ff42ea-ed17-4411-810b-93f0f113bb97,NULL,11c95089-6784-4839-93a2-2a88ad2b3eff,12,NULL,"2024-08-28 15:23:24",c12b6a26-445e-4a4a-8718-e339b3e7ab14,5dbbb1ff-43bb-430b-aafa-15694f4925fa,a8dfe741-d3c3-4dcc-ba3a-2ba8161441bf,4b7de056-e6c6-4291-ab54-9a30b93a4826
017423d3-2895-4012-adb7-7fb98ac81a43,"2023-06-27 14:50:22.620643","2023-11-06 14:18:01.704291",93,testsubs-4139,post,published,c1b3e11c-0bbc-4dbe-9e72-8ea5df1b8a3a,974a923b-8892-4b30-bcf7-fcc1e7849421,ce45c21c-deb8-4c8b-82f7-3b1ad5c0864f,10,2de21941-a21f-4cfc-a076-3aa3bc74157e,"2023-06-27 14:50:24",2de21941-a21f-4cfc-a076-3aa3bc74157e,337d9ea7-e44b-47ad-93c7-f0db78a2cf79,95e88852-db22-42ab-a8c6-f6e9e3f1eb13,8fbdfc29-c689-4f36-908c-5bae6bf52413
01761d49-7125-4c13-9000-2b2abbb01878,"2024-06-17 15:41:17.626337","2024-08-09 08:37:58.000000",18,news,post-collection,published,fdda0a26-e81e-4478-bd71-307949f83bff,NULL,dfb8e79e-71a3-4c83-9a57-5c2166501a57,1,NULL,"2024-06-17 15:41:18",efea4dfb-af17-411c-bf28-e42b390eebb0,9eb1b6e9-87a2-4975-a3dd-aba3b3c14629,efda52f0-7dee-4d7a-8209-da5cc92c017b,1ecf08e5-245e-49c5-8978-51e033952938
017d6fae-1398-49af-ad34-abfb045f95d1,"2023-03-01 15:59:40.752468","2024-08-09 08:38:18.000000",501,contribute-8340,post-collection,published,79701203-dfc5-415b-bf09-21ce6fc10b67,NULL,5fd58edd-2238-407f-b82a-4a535d70255f,5,NULL,"2023-03-01 15:59:41",NULL,cd479ea5-cfb1-4bb5-872c-28bd97ce5857,d4dab535-5fbc-4c69-80ec-e33f6cfe3e42,090b397c-ddcd-4e44-ad2f-93e6b7d3203b
01986de9-453d-4817-9c33-699d06bbb0d9,"2023-11-08 10:59:00.170695","2024-08-09 08:37:25.000000",163,createcallforwhit-2651,whiteboard-collection,published,0bdf12e1-7435-45dc-9326-9123538a7011,NULL,75a2fd14-8dbf-429e-8ad5-dae8d2c2890f,9,NULL,"2023-11-08 10:59:00",2de21941-a21f-4cfc-a076-3aa3bc74157e,eeeabda5-64c8-4cd3-b74a-65170236f86c,69112419-9339-4b87-a5c9-01f1c316bfd7,d412ce56-b853-4b06-8084-90c39732a6cf
01a2fd87-ec16-49a1-b0fd-25c66b176170,"2023-10-12 11:56:17.352516","2023-11-06 14:18:01.742443",9,3rdforsorting-4805,post,published,782918c4-7f4c-448c-b133-0e90c94db103,bbdcc14c-f03c-458d-82f7-1c03f24cff86,8a403abd-ab62-4ba2-adef-1130f6004001,6,NULL,"2023-10-12 11:56:17",4bfed890-b89c-4dce-baa5-7fbaf2470882,4a10d5bc-a487-4e3f-bc3f-b7f33602a18f,6e2e4f72-8015-4090-b805-9513d9015c55,89a562a7-8a4e-42a1-a533-13e095551b0a
01a6196f-7ee5-4199-9565-461763868dcc,"2023-08-31 08:04:15.771560","2024-08-09 08:37:07.000000",180,proposals,post-collection,published,6bb1effb-75b1-4b13-a9e2-b33c167c5cb4,NULL,a0a51fbb-94c0-4e27-805b-91f2aa98a77e,1,NULL,"2023-08-31 08:04:16",4bfed890-b89c-4dce-baa5-7fbaf2470882,ed4cde0b-236d-4922-8db9-f09ae0872835,cd7254df-7779-45dd-9294-43e0c5625e03,c8242eae-9325-4249-b854-fe753777dd88
01aa93a6-86e9-4f76-87fa-4e8e61e78dcb,"2022-09-26 06:56:02.726415","2024-08-09 08:38:02.000000",676,card-default,post-collection,draft,75993f82-96b0-4a7e-b78d-355ac97f7f18,NULL,0ed80259-7df2-4405-99a9-91adb052c198,3,NULL,"2022-09-26 06:56:03",NULL,3d115622-4a52-424a-9638-39009f1090ff,776aa92c-bb98-462b-ba3b-f1aba867d52e,d4d6e248-4897-420a-824e-5ecc1e267782
01b3798d-5c53-4ff2-8add-3c48aa45016c,"2023-08-22 15:15:14.616781","2024-08-09 08:38:30.000000",191,rwerwe-6711,whiteboard,published,017fe870-dcd0-42bd-af67-19f8539f6c4d,NULL,08802a91-8392-4fbd-81be-9e4a79c737f8,7,4bfed890-b89c-4dce-baa5-7fbaf2470882,"2023-08-22 15:15:18",4bfed890-b89c-4dce-baa5-7fbaf2470882,ed8f136a-b741-4440-9241-5c4936476f27,8e1f3150-ea99-4770-a549-5311fa141355,6e7e05a3-1516-4260-b0ee-5ec6b208d084
01bfe8c5-86fd-4df2-a644-72fb0eb206ea,"2023-04-21 13:53:04.616100","2024-08-09 08:37:40.000000",353,membercardcallout-8997,post-collection,published,a2d046f7-a1b2-4ec1-9a6f-18e2aef946cb,NULL,893ba3a0-5d91-45dc-bf8d-182987bd72d5,10,965c33fd-0363-4979-a20d-e2c2abd461dd,"2023-04-21 13:53:05",965c33fd-0363-4979-a20d-e2c2abd461dd,cf05e740-5a31-4a8e-a0db-349719e9a953,c553ec8b-738f-4342-b1c8-62d374a196a5,bd09f504-c75f-4604-ada1-32cfbbb00668
01c8d1ab-3bad-416b-9b92-a232c9f30f53,"2024-05-28 12:26:25.246280","2024-08-09 08:38:05.000000",37,contributor-profiles,post-collection,published,4e3c7f5c-c3ae-4807-b868-1e69691a8f33,NULL,8bd660ac-6d8f-47f1-ba05-bc59c27a7031,2,NULL,"2024-05-28 12:26:25",efea4dfb-af17-411c-bf28-e42b390eebb0,0cf4a7ff-a34a-430a-9781-32f5bb7246d2,dd2eda10-bd33-4403-a336-05a8ae598f20,1c4f1482-f59e-49bf-8522-1e596222112d
01e09785-7861-410b-9fa3-792dae0031da,"2024-07-26 12:03:02.529228","2024-08-09 08:38:18.000000",6,proposals,post-collection,published,1029d259-adaa-4b4d-bc03-9f7e4b57b0c2,NULL,af9311b4-c79c-4bba-a6ad-1a8325081f7a,1,NULL,"2024-07-26 12:03:03",eccbad5f-9f0a-4986-91a7-9ed4f13c7f89,83b9a760-5756-4f73-bf56-bd813fb842e7,16d38824-353f-484c-bcaa-7b3240a0fd02,215aac3c-4bc7-4ba5-b8ca-8684e482c4ba
