id,createdDate,updatedDate,version,authorizationId,profileId,whiteboardId
042633dd-25cb-4ff7-9075-d93133f6f4d6,"2024-06-18 13:24:19.314777","2024-08-09 08:36:51.000000",23,14e8e7e4-512c-47c5-995d-935e100d43d9,31c318f8-c758-4541-9082-989f7d38a5fe,NULL
042c8de9-a0d9-4bf3-aa8f-c0c491b2b3d9,"2023-11-06 14:17:25.862852","2024-08-09 08:38:15.000000",157,b78f33aa-4783-4660-8aab-d40d9f1221a2,4d9eae0b-127c-408e-b386-e0b9adc40c8f,NULL
042ee1eb-3f6e-4591-a2e4-80bdc2b7bbce,"2023-12-05 15:18:32.337704","2024-08-09 08:37:03.000000",143,5d0fd5a2-f2f0-406d-ba38-cf52cdae64c6,9066bf0f-7aac-4d7b-85ff-6cfafd3234f2,NULL
0433af3d-5779-474e-88d7-e9debfcaece3,"2024-08-29 07:38:59.759965","2024-08-29 07:38:59.759965",1,9e663518-f9f1-4de5-90a7-13faffd8cfbf,83c084e9-b141-4278-9c55-466248531a3b,NULL
04463a18-f58a-4bee-815c-c2a3db254607,"2024-07-05 13:54:52.916413","2024-07-05 13:54:57.000000",2,bb234755-7793-4065-8e4f-97e51bc20cfb,23420f04-6348-47fb-9b73-d68775784d20,NULL
044b68bc-ec60-4e1b-a1d9-61aa47771723,"2023-11-06 14:17:37.734901","2024-08-09 08:37:55.000000",155,556c92e9-7a94-4904-b4b8-a9e30263bb73,352c549f-f0be-430a-9aca-656652c6a7fb,NULL
0458fe71-0ad2-409b-9372-77ea79d65e6b,"2024-04-15 09:24:51.135142","2024-08-09 08:38:42.000000",111,8493f69b-c5a6-4146-a5cb-9651e23772e3,ca11e555-51b9-4cfa-8ac9-96181d216b73,NULL
0460be55-1afc-4c66-8505-4075ae01f003,"2024-06-03 09:07:34.333679","2024-08-09 08:37:16.000000",55,d82e4691-c9c1-431b-9e3f-298defa4e538,6c98cc44-af46-4ba2-8935-57a57f68eb28,NULL
046345ac-521a-41cf-8ba6-c8bc172e0658,"2023-11-06 14:17:38.465451","2024-08-09 08:38:28.000000",160,0c31aebe-d111-47ef-ba98-3494cffb146b,d3ceb9e5-338a-4332-b8f5-4c2c6c74bc6d,NULL
046fb9b7-8bb9-48b5-b23f-786f3b09be6d,"2023-11-06 14:17:45.909426","2024-08-09 08:38:14.000000",146,706e273e-7d8c-4def-8a79-dd11f30aa8f1,93a5f8af-6c2a-4388-92ed-0bc2ccb8fe64,NULL
0491bd92-f934-4329-9022-05c8429a19fa,"2024-05-02 08:24:25.573669","2024-08-09 08:38:44.000000",107,58904314-5c0c-4340-bee2-ea4629b22b55,4a8da738-29f3-4e02-a965-100b23640424,NULL
049d8c19-3616-45fb-9318-20a7d254b857,"2023-11-06 14:17:45.743230","2024-08-09 08:37:30.000000",185,b986ffa0-a969-4143-a4d0-86736e3fb27f,bc442af5-4df7-43a0-bfe0-755165bd615b,NULL
04b00c53-0403-41b0-b7ec-0dd5da17e8fd,"2024-07-26 08:46:48.326165","2024-07-26 08:46:48.000000",2,caf6923b-3828-48c8-a778-20039337bfe3,6f6a6371-9ce3-4f42-a5f6-d9baf98eb9e1,NULL
04c398ba-e4e0-45df-a413-ead32ec07312,"2024-05-08 07:59:34.798760","2024-08-09 08:37:04.000000",86,03c45e6c-5104-4802-beac-95a79be62deb,e6adc56a-8e5b-4329-8ee9-9f45c36eaed6,NULL
04e6d128-42e0-4914-b51a-5ed48bba54b7,"2023-12-18 14:36:19.269309","2024-08-09 08:37:42.000000",138,f5d5e3dc-2396-4c2b-b219-9950e6e2a1b9,3b459552-aa36-4bc3-99d7-ce9b772bb0f3,NULL
04ee825d-c1dd-45f9-83b9-4b66a3571be4,"2023-11-06 14:17:33.576786","2024-08-09 08:38:02.000000",161,33604127-2a1e-483c-b4aa-639d334ad06b,9b875020-8ae8-4aa4-a2d2-041ab67f8b6e,NULL
04f7174f-2300-4f9f-8d2c-bb0d1a912917,"2023-11-09 18:50:33.852856","2024-08-09 08:38:17.000000",144,df7d5fce-2a5d-4ac5-800c-bc877400248f,04f8053e-4533-46f5-990e-9db37253068b,NULL
04fe7586-138a-4e71-89b8-134c1e018f5a,"2024-07-01 07:47:33.182889","2024-08-09 08:37:01.000000",15,4267dd2e-e194-4ec5-8b42-2aaa4e7419fc,af0c7974-b584-47b2-8b75-a81f0717e027,NULL
0501e06e-2697-4dcf-baf6-5eb97170c11a,"2024-07-05 13:55:53.197918","2024-07-05 13:55:56.000000",2,126e768e-6cbf-4bb2-bb5a-e94838cd1f95,12e233dc-6294-4d0c-82c2-a41b3120e691,NULL
