id,createdDate,updatedDate,version,authorizationId
00adb7e0-03c2-4083-8741-62315c2d5ed4,"2023-09-28 07:59:31.661749","2023-09-28 07:59:31.661749",1,57f0b550-9e0f-4c4b-9e88-7a9144dedf83
02a576b6-232d-4b68-9634-39c33bc27729,"2023-06-27 12:12:27.361657","2023-06-27 12:12:27.361657",1,ecc5918f-f9c6-4a29-8467-0420b4261499
034ae5e2-2497-4900-b71a-f4352f91b8db,"2024-04-08 09:18:31.136434","2024-04-08 09:18:31.136434",1,54f7878c-2d89-4361-9386-0c50ddd21f11
047cfed1-db44-4864-80ae-f3d8eaa23fc8,"2023-05-17 13:09:07.960059","2023-05-17 13:09:07.960059",1,df72cd1f-e40d-45d5-aab5-dbe86f6e4b0d
0a18ee42-6d89-4bd5-8c47-14747d457596,"2023-06-28 08:26:36.757129","2023-06-28 08:26:36.757129",1,377cfb18-6778-4deb-9931-08237930aaed
0c0af9cb-7ba8-4c94-bc21-8cf3346f4eb0,"2024-03-07 08:56:41.601726","2024-03-07 08:56:41.601726",1,d2067aa5-16ff-4c93-a07c-27ebe3e91c82
0c627a27-445d-4af6-943e-255bebd4221e,"2022-08-24 13:14:48.537611","2022-08-24 13:14:48.537611",1,b7c64ae8-5894-4e85-96f9-af6700932983
0ccf89a7-eee1-440c-b1e6-fd9362bc7b4a,"2022-07-13 13:26:55.431570","2022-07-13 13:26:55.431570",1,5082169c-645b-4c0f-a5df-7420cd95a73d
0d27722d-44cd-4f7e-bb5a-a06434b9aeda,"2022-07-13 14:14:09.311807","2022-07-13 14:14:09.311807",1,b39b3447-5dbc-4c6c-8057-b5c4e9c89a3d
0dc67ba1-7113-4a68-bd34-7000015f6a7c,"2022-08-31 09:37:50.661002","2022-08-31 09:37:50.661002",1,50a482ea-c859-45ca-a0ed-fad40a356473
0dec9b3c-6e44-4b74-8092-1e86a1d7d76e,"2024-08-06 15:46:21.400185","2024-08-06 15:46:21.400185",1,04ddaec5-2d28-4a7b-b9a3-db1391b269a1
0ea56e9e-e8ae-446c-a4f9-928e07eb95c0,"2024-04-08 08:24:46.902626","2024-04-08 08:24:46.902626",1,76e4bb75-2b0e-4ddc-aa08-7636a09e981b
0eabc7c5-dc34-43e7-a636-f11b957e9635,"2023-07-11 09:59:02.462387","2023-07-11 09:59:02.462387",1,26cd09c7-2396-4e36-9fea-15b634aa9901
0f3e98df-4d93-4d8e-9992-43b324ea76da,"2022-09-15 10:48:16.007697","2022-09-15 10:48:16.007697",1,7b9ddbbf-fa24-4893-bb4e-b242df34888f
11807787-d0e9-4d74-8e7e-4adad75b42fd,"2023-12-12 14:46:55.048281","2023-12-12 14:46:55.048281",1,61359298-70cc-4605-b8e6-3d501322d2dd
13b11866-c26b-4b98-8883-52e494887be5,"2023-02-16 14:20:35.608197","2023-02-16 14:20:35.608197",1,440ce4e0-c11a-45c0-bae7-e6ac4d5384e4
16eb6af5-a6f1-4e26-88b9-40b2d1a8ebed,"2024-06-25 12:20:25.995563","2024-06-25 12:20:25.995563",1,1a8dc3fc-362f-49cb-a5b9-e4870efcc015
1a41cce9-ac33-4f43-92e9-0531701ad3fb,"2024-06-05 09:42:18.098196","2024-06-05 09:42:18.098196",1,815c7ebe-792c-4ff4-a09b-ef1d99afb780
1b870f35-cc42-4a9d-8a1b-4f1ef658963c,"2023-01-26 15:13:38.092894","2023-01-26 15:13:38.092894",1,e5f097dd-7de9-4a33-a146-81093324bd2b
1bb99b1c-49a1-43b4-9276-0e9577a3a6c5,"2023-07-11 13:10:20.817430","2023-07-11 13:10:20.817430",1,9f9036a1-d38a-4ba2-8389-6637fcb64b15
1bf4b377-cef6-4524-a064-7f7125754eb5,"2022-07-13 14:14:13.525786","2022-07-13 14:14:13.525786",1,5d1710e5-e3ec-41f1-b730-9dabb7623bec
1c33a38f-165b-4601-98e7-78a75d00f8eb,"2024-04-10 12:18:06.739840","2024-04-10 12:18:06.739840",1,a0ccf532-b613-43dc-9b11-3db72c989a62
1c361328-1e11-4fbe-a2b1-dd3889239cf2,"2024-06-10 13:08:53.005067","2024-06-10 13:08:53.005067",1,2e9caa7d-f0c5-46dc-81cb-3672f8d92a7e
1cd99f55-8458-4a7f-bd48-5c697080da4f,"2023-12-05 13:33:39.191203","2023-12-05 13:33:39.191203",1,b5fc9b14-465f-4d7d-abf3-94771cd66932
213d99da-15d3-4dcc-9ac0-2830bce19f29,"2023-11-09 16:03:17.967473","2023-11-09 16:03:17.967473",1,606061d8-1c4e-4d8e-b1aa-d47ecfd6a267
2156d3e2-6858-4e5e-959c-4f9652c7e7f7,"2023-05-15 10:53:40.806045","2023-05-15 10:53:40.806045",1,a4742a8e-a215-4473-8bcb-3f406caba9ea
21aa47ea-b23a-4bc4-a826-d5e449818bb7,"2023-07-28 14:19:29.419804","2023-07-28 14:19:29.419804",1,adca5fcd-bae5-42d8-8636-713cdae62391
22feb11b-23b0-452b-af5a-6b6ae1fe1187,"2024-04-08 08:29:33.602281","2024-04-08 08:29:33.602281",1,3c7694da-7a30-4b21-9aab-72f685aa9fb3
26057f29-acd1-4b8f-a5d6-6138535175eb,"2023-03-29 15:48:11.585905","2023-03-29 15:48:11.585905",1,3f3e6bd9-c6a8-4e9a-a8e0-5b02f1a15848
26239b45-9ae3-4ecf-b951-d808ea057ed1,"2023-02-21 08:30:39.845792","2023-02-21 08:30:39.845792",1,6820997d-f61e-4804-9f7f-0da86ee0247e
