id,createdDate,updatedDate,version,nameID,subdomain,type,spaceVisibilityFilter,spaceListFilter,authorizationId,profileId,accountId,listedInStore,searchVisibility
1c6065ab-8c8f-4308-a5f0-b8a3b135923b,"2023-11-23 14:56:48.381725","2024-08-06 14:16:04.777479",1,demo-acc-alkemio,demo,visibility,demo,,dc5b841e-5c22-42fb-a314-9d4c3c8f6d72,dbe4e131-f3cd-4eb5-83cc-ebb7b68ce8e8,89b950ad-9cbb-4499-9b4e-ca10e3b631d8,1,public
260e43f9-031d-4a41-a4d3-e77ac9dee5ed,"2024-08-23 10:10:39.220807","2024-08-23 10:14:30.000000",3,111,111,list,NULL,877ccb9f-c1c9-41a8-926d-c4d550748041,3323c3f5-b72c-461e-8748-ecd94cfaa7ec,bc389fd0-786e-4895-bfc4-6d16f417acd8,16651281-9212-4d25-8d2b-7e9b314185fe,1,account
789ed4bd-d98b-420e-bd63-45432fcb75f2,"2023-05-11 07:36:25.422676","2024-08-06 14:16:04.777479",17,uwv,acc-uwv,list,NULL,"f29e96f2-8c97-40e2-b4ce-4559f3492951,34872dca-16e6-4c69-8343-e9e83f304250,7b9ed9ac-1a46-4811-b5a5-c0594eda9436,e2967b1d-07bc-4638-bf51-9d5c3d48999d,f7ae7dc4-9d22-4793-b5b9-67d0d55f2f5e,877ccb9f-c1c9-41a8-926d-c4d550748041",5fd785f6-9cb0-4e3d-8cd2-46494255f88e,1a91c506-9a2a-48da-9bd6-dced18136b67,89b950ad-9cbb-4499-9b4e-ca10e3b631d8,1,public
7912ffda-d1be-4341-b272-21b17be1f121,"2023-08-25 08:14:39.960793","2024-08-06 14:16:04.777479",7,demo2,demo2,list,NULL,"5a26c5eb-c32a-4a07-89bc-c62815ec0878,66f6429d-bb19-4061-8dfe-7fd8559ac46a,1e682e3a-f85e-44a8-91ea-9506d7114918,29c96d95-b5e8-443e-ac9d-916c536e4209",1fbbae46-5a60-40c6-945c-dda869bbc3d8,607de5d4-e223-460b-b850-f74369c73017,89b950ad-9cbb-4499-9b4e-ca10e3b631d8,1,public
934ef3ab-c3ee-4089-808f-b3e83f87c693,"2023-10-10 13:06:27.283455","2024-08-06 14:16:04.777479",1,pre-release-ih-10-10-2023,pre-release-ih-10-10-2023,list,NULL,,bec99571-e607-4f3d-bdac-1e2088cd23bd,ed2fa994-3bb4-40f5-a4b5-cab33084c33f,89b950ad-9cbb-4499-9b4e-ca10e3b631d8,1,public
c98e7a58-73a6-4111-bc92-01d7f6488b6b,"2023-11-24 13:56:00.957322","2024-08-06 14:16:04.777479",6,uwv2,uwv,list,NULL,"29c96d95-b5e8-443e-ac9d-916c536e4209,d0a97bc4-6208-4582-aab5-8b09891b14f8,66f6429d-bb19-4061-8dfe-7fd8559ac46a,c8c62aa1-70ee-4bc5-999b-4c106fbda4ad,7efe3c41-2041-4efa-909e-3628eb85002a",db29238f-0fa2-4fb4-b32f-1a5f0db2c601,fd5ce186-88ea-42fc-a5d0-74d34968cc0a,89b950ad-9cbb-4499-9b4e-ca10e3b631d8,1,public
f37aaf04-5cfc-4eef-81cf-cec47bdb74e9,"2023-05-30 14:26:11.001990","2024-08-06 14:16:04.777479",2,test-space,acc-demo,visibility,demo,NULL,d0958370-d820-4a81-992e-a9dad6da997f,df7855e4-7e2c-4685-b17e-55c1a7e21b85,89b950ad-9cbb-4499-9b4e-ca10e3b631d8,1,public
