id,createdDate,updatedDate,version,authorizationId,lifecycleId,userId,communityId
10f8a995-0c04-42fe-9c39-2cefafa0bbcf,"2024-06-26 08:44:14.382538","2024-06-26 08:44:14.000000",3,21af45eb-f7c3-4b40-9084-64dce466067b,dc7e067b-ce81-44c1-99fd-c880fe083caa,3017ab10-07f6-4b5f-9c92-54ea2dc48cfd,aba32985-72df-4012-b4eb-ee023b10bed8
145898d8-216b-47e3-b5e8-b1a2f2f09203,"2024-07-01 11:47:13.654370","2024-07-01 11:47:13.000000",3,28a5a232-54ea-4867-a998-9cdf37a30b5d,19c254e6-77df-4800-bfb1-71c0f5d278a9,a3e2b243-9e85-4fb5-8bd7-314a5ba625b0,ef75a0ff-bdb8-41c0-ad9d-78cdb992ae98
150336c6-7f62-4401-bf82-31ef2f28156c,"2024-07-05 13:46:07.906180","2024-07-05 13:46:08.000000",3,00ef5382-ef1d-40c9-ae10-8505b775853a,d2460952-3ba3-425a-813c-4c38bb66a7ec,300bc0e1-96d4-4dee-b16e-a6472fa4dba1,a8997ba1-a55b-4c10-b697-3b460c572af3
1da37741-1573-4901-bce8-c3cda1fe6a28,"2023-09-29 12:05:22.678744","2023-09-29 12:05:22.000000",3,10630229-562e-429b-a314-846a7905de48,dcc7a01c-cf2d-4f63-93d8-f06fb2d5ed76,7735980c-e464-4caf-b2d8-6c329abd95e4,ce26030b-3a9d-4a59-84e3-60639e03aa0d
1dd12a39-2025-4e3b-b38b-b2d7d08c32d3,"2024-02-09 15:00:07.112005","2024-02-09 15:00:07.000000",3,d0eec930-811f-4975-a2ba-7d32e696ee9b,b2f7ce5a-bee4-4179-bab3-30d4623a0310,aef6eb84-f477-43a9-85b2-d8252a8cdf2b,ce26030b-3a9d-4a59-84e3-60639e03aa0d
1f35a37a-d210-4014-8374-fab1eab16975,"2023-09-28 10:51:41.916630","2023-09-28 10:51:41.000000",3,eb40a70d-5752-4092-b550-99a98a8c7d4e,b38022d6-9c69-42c7-8c7d-62caf3fa197d,7735980c-e464-4caf-b2d8-6c329abd95e4,24ba5561-cf0c-436b-9d6c-9db8b599c32d
231bad9f-8ee8-4f01-b336-619e506596e0,"2024-02-09 12:50:20.122274","2024-02-09 12:50:20.000000",3,153cd886-db26-47ab-baee-51a39946c956,7f523df4-8ea6-4d51-a104-326153c78bed,d4a98e34-e521-435c-88b3-45ca06ce3d84,b3173d02-5675-4f11-bb72-fdedecac8c9f
26c0b386-dd34-45ac-b8b3-2346c8b60e0a,"2024-02-12 13:31:50.813758","2024-02-12 13:31:50.000000",3,b83dd52f-9b82-48fb-a5c3-60abac20c061,b7427fdb-a593-44c0-bf6b-4a0417669eb0,aef6eb84-f477-43a9-85b2-d8252a8cdf2b,582edcb2-79f7-4858-8b57-d71453a301be
27c9d5ef-cc59-4370-bc35-51abc91f32e9,"2023-07-20 14:03:11.036934","2023-07-20 14:03:11.000000",3,f7bc0492-3e01-4660-8445-990b374e017f,5df1add5-fce7-4f99-9d18-5affff3379d0,e05a5738-014c-4c95-a57d-35f03da2d156,1c74d149-2405-4ee5-a4bd-33c23a4b6729
28f55f84-1682-4d51-ad15-fec0304f06ac,"2024-07-01 09:39:32.331934","2024-07-01 09:39:32.000000",3,06ec622b-ae4e-4f27-8e0f-7d47a28a6fc6,6ebbee81-0dc7-4e3c-ad6d-8df7477127ea,f5aa8056-1c9f-480e-8195-9055c1d85b19,8ec0fc49-65fb-48bf-b6f2-7891fb61d40e
29bfad52-d699-4512-956e-21d3557e0351,"2024-05-09 14:19:20.619266","2024-05-09 14:19:20.000000",3,1fa6da68-835d-4b4e-b066-c4d3cdf91853,16fd2d6c-a31d-4817-8f63-4b34f4e90363,7604dc0c-d27a-4ca4-bc4f-17ca6f4ff14a,2c79e518-b912-4863-affd-3353bd80f804
2ac8b112-fe56-48ae-a616-12062a545bef,"2023-08-24 18:33:12.250112","2023-08-24 18:33:12.000000",3,3e392a6e-1d97-4694-9eea-c4cb80f0a96d,862be3f7-d2df-4c25-8bbd-0f48d0a40166,2de21941-a21f-4cfc-a076-3aa3bc74157e,cc41e043-3d9d-40ed-868b-faf65aff6fcf
2f96ac14-7939-4457-81d4-7483abfc27df,"2023-07-11 12:07:50.780650","2023-07-11 12:07:50.000000",3,7187ef82-8d7f-44e3-8fb8-f3770642b614,a6d1f6a4-21b9-49c5-b61c-e13c9bba0f5a,05e3bd3f-e1b0-4c83-b8b7-d0e3a60f92fe,6daec6d7-8979-4f42-8bca-32955abbf147
2fd0b02f-335b-4b8f-a0f7-072b260ebb16,"2023-03-21 15:32:00.043981","2023-03-21 15:32:00.000000",3,ac767aef-6ca3-4fe1-8876-2ebd201a1224,0a16a3ce-f9f7-4904-ae48-d7725399221b,efea4dfb-af17-411c-bf28-e42b390eebb0,b6e28abc-1581-4b7e-84ca-b99bedbfc2d2
33f762b6-ba7c-4318-b0d6-38dba11aeaab,"2024-05-17 08:17:56.913634","2024-05-17 08:17:57.000000",3,38fcd870-71e7-41b3-8c67-9e04c2dba939,24a3c9bd-8255-45e5-bca3-46ddd77c219d,7604dc0c-d27a-4ca4-bc4f-17ca6f4ff14a,b59ae7e7-4ce0-4265-aee7-dcd9db6a58c3
35d23da1-ad5c-4935-98e6-8aa6aa0a4c7e,"2024-07-15 11:21:24.429438","2024-07-15 11:21:24.000000",3,71aae91d-c59e-4f6c-bcad-f945e9f39d47,35ddc0f9-6e39-4664-ac1f-190b716c9596,e170410c-31bf-46c8-addc-b4b177995319,ce60bb9e-f075-4baf-8e27-089251e0b453
380e7414-6a08-49e7-bc7d-4d5c5db0f31f,"2024-02-15 13:06:40.156030","2024-02-15 13:06:40.000000",3,31fb4857-d736-4d19-bae3-b46a84297119,1dede399-cb7b-4775-886e-a7573d49371d,4680475f-358d-4cf9-a25f-9d1e4957a3c7,aba32985-72df-4012-b4eb-ee023b10bed8
3edddd5f-aa6f-4763-b3c3-e074da037b52,"2024-06-26 08:45:16.045268","2024-06-26 08:45:16.000000",3,c51e4d01-c331-4eeb-a96a-3e21ff7a53ec,159ec1f3-10ab-4127-a513-5c2a0ef18aaa,3017ab10-07f6-4b5f-9c92-54ea2dc48cfd,e1e63b94-72bb-47f2-b1df-e37ed3dc035e
450a0a55-2681-4b7c-ac5e-276d3f74ed87,"2024-05-16 18:47:48.742757","2024-05-16 18:47:48.000000",3,fc7c23ef-5052-429c-88a5-9af64ebb893f,57934479-15e5-421f-b7d9-66b894114518,f915b39d-731d-4f64-a8d5-e97f43fb0106,f022a751-8000-4b3e-8486-b22cf296aa3b
47dd0626-3ca1-44c2-a2c2-a50faa067413,"2023-02-16 14:48:02.747195","2023-02-16 14:48:02.000000",3,e6b125f0-d860-43ff-b707-2a9228fcd745,133b39fe-8180-4f24-9033-70f59bca0eb7,2de21941-a21f-4cfc-a076-3aa3bc74157e,8aa2fcc2-2b9c-4e99-9615-d1a37998fcdf
491077a3-b473-4bfc-b498-b60a771723c6,"2024-07-01 09:43:54.801961","2024-07-01 09:43:54.000000",3,084b74ec-741e-4c98-a1b9-7b8ae34780d1,2b3bd73f-b396-464d-976a-5d13f17c0ce3,f5aa8056-1c9f-480e-8195-9055c1d85b19,8ec0fc49-65fb-48bf-b6f2-7891fb61d40e
4910c564-bf07-43f4-97a1-bb5be574f72e,"2023-07-11 12:04:58.497118","2023-07-11 12:04:58.000000",3,395f5f92-001f-4f94-8f2a-f01b21d66b47,16955fde-9347-4995-9870-5a89d989bc5d,05e3bd3f-e1b0-4c83-b8b7-d0e3a60f92fe,bcc3c477-59c0-42c7-b3e4-c5319dcd19fd
495e8eec-790f-43e0-b792-f1a1eca7a793,"2023-03-31 14:20:03.156574","2023-03-31 14:20:03.000000",3,34d7b944-d7b6-4037-a208-f7dedfb69168,3ed67aa6-2716-4662-8664-431f619dea5f,2de21941-a21f-4cfc-a076-3aa3bc74157e,c69fa487-449b-4782-bee2-55b995cdbdb7
4ae2d5fb-a291-457b-b585-64f935389599,"2023-08-31 09:50:09.064904","2023-08-31 09:50:09.000000",3,3bfa5c05-2e9b-4968-8c8b-dfa8533339c9,c37a9b63-a0f8-43c9-a7d9-4a06a371e699,86d82fe6-1be4-4ca0-b4ea-6b1bcbfd9b38,2d36986d-df89-4f7e-9f7f-fa3f75671a68
4affde8c-55f2-4309-93da-17753977b949,"2024-07-11 15:05:02.525742","2024-07-11 15:05:02.000000",3,cf3af666-6f56-490d-84cc-6e2df4845376,69eca540-8c6f-483d-8a13-e47cb9b29a08,15e755d6-6ada-4924-a7c6-e1c1689a33d1,aba32985-72df-4012-b4eb-ee023b10bed8
4c34f918-e7df-4c20-8693-7155ddbfd485,"2024-03-12 15:49:55.667292","2024-03-12 15:49:55.000000",3,0a17412b-da37-434c-a93a-4be76d0366ea,d2eded68-aafc-4f9e-833d-b8439dfb6e61,f672631c-64a2-4eee-b5bd-6ea70bd2898f,aba32985-72df-4012-b4eb-ee023b10bed8
4fdf3adb-1188-44db-8059-e43ed0372865,"2023-07-20 14:27:39.710710","2023-07-20 14:27:39.000000",3,2cd9cfb8-67a1-466c-a139-b339dcf647fc,2211e38b-b866-457b-a962-f020389f4ba6,2dc4f7ed-58da-404a-9590-389a74b5e02a,1c74d149-2405-4ee5-a4bd-33c23a4b6729
52927d98-932d-44e9-99e7-29293e034ef5,"2023-09-29 12:03:23.615080","2023-09-29 12:03:23.000000",3,8a2b2c4c-ef91-4c49-9d5b-94fb670622ca,76ad7975-0b15-4808-9ff4-06765fd286c5,7735980c-e464-4caf-b2d8-6c329abd95e4,aba32985-72df-4012-b4eb-ee023b10bed8
5ffd9298-e4b6-4101-bb43-bdcb68ce8685,"2023-03-22 14:55:55.943790","2023-03-22 14:55:56.000000",3,c7cd4a78-3c33-4260-b809-62fdef997cfd,0dcce0df-add0-4698-b531-38680bc9e88a,2de21941-a21f-4cfc-a076-3aa3bc74157e,b6e28abc-1581-4b7e-84ca-b99bedbfc2d2
608fbac5-78ab-49c0-a190-7fe615675592,"2023-08-31 08:08:58.538638","2023-08-31 08:08:58.000000",3,e89f6db5-4c93-457f-8d02-09b556fabe54,265e9fa2-0b03-4d92-a431-cba8258c1ebb,2de21941-a21f-4cfc-a076-3aa3bc74157e,f022a751-8000-4b3e-8486-b22cf296aa3b
6387eeaa-c21a-4057-b36b-863bb7509b46,"2024-07-10 14:27:15.454232","2024-07-10 14:27:15.000000",3,b4d2dcab-27f2-4790-af11-40b21a2838bc,bdae5f41-e223-434a-9e96-87586bf32f62,3017ab10-07f6-4b5f-9c92-54ea2dc48cfd,c69fa487-449b-4782-bee2-55b995cdbdb7
6397e24b-b4c2-467e-8f91-ef8f543a90b6,"2024-05-16 07:49:31.962037","2024-05-16 07:49:32.000000",3,73f6026d-9f0f-4a2f-ba5d-6fabc9f42b5c,9c91b6ae-daff-4a78-91e9-ce593a3f902d,f915b39d-731d-4f64-a8d5-e97f43fb0106,b74549d5-7c1b-44e7-8bff-8cd0a2a5d23b
662e5428-f6b6-4bc5-8a56-da4e4084a1c9,"2024-02-12 13:38:09.913023","2024-02-12 13:38:09.000000",3,fc9faad1-75e9-458f-a2b7-1e0c310e9d50,3cbaddd3-cab5-4b04-822a-5eadb89e796d,c0a1af88-7b45-4b58-babf-fe7665041240,582edcb2-79f7-4858-8b57-d71453a301be
66b8498f-213d-46bd-955c-1f638af9e26e,"2023-08-22 10:18:58.072128","2023-08-22 10:18:58.000000",3,793a3f36-b707-4a32-aa45-9879094729e5,349ea5f0-e2d6-43d8-bef1-65ea5cb21d1a,b798e94e-7e88-454f-aa48-0d1f7fc7b007,8e97e0d4-125d-48f6-b85f-63650a3326f4
67b2ad81-c336-4d2f-a5f9-d19b34de967b,"2022-07-13 13:27:39.484291","2022-07-13 13:27:39.000000",3,57c98cfc-badf-489f-ab8e-b490f4bb69d5,5b1f44aa-52c9-4fb1-b273-9ce425b9e8d4,e56d3eb9-d209-439e-b0e1-bb16903c2773,84b90970-6c96-4569-bf9a-275f71c0fd5b
6855ae78-4e57-4646-9aa6-88152fe6095e,"2023-12-18 13:01:15.417467","2023-12-18 13:01:15.000000",3,d533aa32-3897-4b46-81b3-b9a9a7239a53,5a97d273-411b-4545-854f-2421b0c684d0,42d306a6-1ab1-409e-bee7-2fbf37f1636c,c0c7c16a-c7e6-4edc-81f0-7859b631992d
76216c83-2cff-4f8f-b106-59ed932ba326,"2024-08-19 07:30:33.675293","2024-08-19 07:30:33.000000",3,73ab9b69-968e-497b-a4df-6634df9d3d8b,ea628970-fa8f-4ae1-bbe0-a2dcd8778181,09de737a-a8e8-44dc-b930-239c87b6b702,263a3383-d8cb-4173-9e30-adc3f6d6c5b3
7742f989-dfa4-499d-b919-a84d905fc116,"2024-08-06 15:46:51.577559","2024-08-06 15:46:51.000000",3,d6f07d18-5a0d-4198-8e9e-e726cebbc1d1,ab963e95-ca36-4b38-9016-cc1625f93e8d,9693b1cf-29bd-4e47-a339-540a0ed8cf26,aba32985-72df-4012-b4eb-ee023b10bed8
796bcbfc-fdaa-45ce-a85b-4a4bdbcf06e0,"2023-12-18 13:37:42.418402","2023-12-18 13:37:42.000000",3,c47970cc-857e-4fda-bb1c-32d7435171e2,17fc13e0-e261-45b2-92b4-905528e3dd96,efea4dfb-af17-411c-bf28-e42b390eebb0,aba32985-72df-4012-b4eb-ee023b10bed8
7e45a1b2-55ea-46a5-a151-f877998cc153,"2024-06-26 08:46:13.863141","2024-06-26 08:46:13.000000",3,2caa8f52-c93a-4979-9a2e-7d9123860633,42ef9534-f0fa-4774-935f-877f7504458f,3017ab10-07f6-4b5f-9c92-54ea2dc48cfd,e1e63b94-72bb-47f2-b1df-e37ed3dc035e
7f7fefb9-2593-427d-b533-d2507dd3c7f0,"2023-02-16 14:41:55.264974","2023-02-16 14:41:55.000000",3,ffde1fbc-954d-4f28-9ba5-c0e0a1048b70,c96e800e-f3b0-4c5f-8105-24035fb54f4e,2de21941-a21f-4cfc-a076-3aa3bc74157e,d81aa05e-d6ba-4261-889d-5c94e8cdb9df
80f6a8c9-9d33-4f88-a22f-2b5d813936ad,"2023-05-03 07:54:51.745715","2023-05-03 07:54:52.000000",3,2ec72023-1d25-4528-9a45-59d157fe874a,c991bf4e-f069-4542-905b-6f2a09b0dd3d,efea4dfb-af17-411c-bf28-e42b390eebb0,84b90970-6c96-4569-bf9a-275f71c0fd5b
82ac6c03-65b2-4838-b5e2-a5fa3b8b440e,"2022-07-13 13:27:44.040968","2022-07-13 13:27:44.000000",3,efe672b4-83f3-4a3f-9abd-3a11d4ac1bb0,9ce20b2e-bb64-464a-a004-f019d37985fe,e05a5738-014c-4c95-a57d-35f03da2d156,84b90970-6c96-4569-bf9a-275f71c0fd5b
8378b5ac-f9f1-4d04-9f9a-cac4b3c8e384,"2024-05-17 07:38:11.651037","2024-05-17 07:38:11.000000",3,abc3f7b0-d734-491c-ac2d-60bdc7ae0ac7,51c67646-4239-4dfc-aec0-bda1fc1c245d,f8465ceb-e87e-4557-91bd-3402f2983b0a,234544af-cc77-4a4c-9e44-13bea5bd6a23
85d66ee9-1f8f-42cf-94a3-3deba9a2abb4,"2023-10-12 07:38:07.372586","2023-10-12 07:38:07.000000",3,947f05c5-87f1-4471-a7ea-eac585605f7a,caec8053-7b0c-4e63-b018-9f436ae6abbb,2de21941-a21f-4cfc-a076-3aa3bc74157e,05eb22f8-c51e-437e-956c-7b5d5bae618c
86222292-232f-47d0-ad39-f7eb5b0f045a,"2023-08-24 18:32:20.929014","2023-08-24 18:32:20.000000",3,17f224ac-5ae3-484d-b60c-0bdf698a5ef1,9a08e090-295b-4c8c-9ea7-d7552fb054da,2de21941-a21f-4cfc-a076-3aa3bc74157e,cc41e043-3d9d-40ed-868b-faf65aff6fcf
86f86bca-5799-4cf0-bbe6-aa0675c409c3,"2023-06-29 11:31:56.837015","2023-06-29 11:31:56.000000",3,870ba776-935e-4d4c-b56e-17ec74fb8960,9ebcb0c3-0817-4245-92f2-24526293d6c0,2de21941-a21f-4cfc-a076-3aa3bc74157e,aa0dbc88-70c9-4b08-b6ac-54fcfd064756
89241e96-8b29-45dd-8454-4fa31a20533a,"2024-01-22 16:17:50.689295","2024-01-22 16:17:50.000000",3,c9a25ed8-d4fd-4938-98c3-251b58531739,e460f3b2-98c0-4835-80be-40c65d2b401d,70e6e81b-36d9-4feb-8547-fbb21b1dabc3,17afcd02-3d9d-4620-9a0f-f8a854544838
92c3c43d-aba5-4ced-a367-18b03e4c8772,"2023-11-07 14:48:19.644205","2023-11-07 14:48:19.000000",3,48294f00-f66e-4131-86f3-8005f9ad2f48,6c084585-82ae-48a6-b2e3-7c6ea5c520d2,2de21941-a21f-4cfc-a076-3aa3bc74157e,22729c3f-072c-4018-972c-b0525843da22
934aae1c-b9b9-4995-a6c6-d86229a4ab49,"2024-08-07 09:44:35.089498","2024-08-07 09:44:35.000000",3,f069abbb-4662-4d87-b229-857f43f31b9b,98bafbfc-f466-4922-91b1-31d74f56c645,9693b1cf-29bd-4e47-a339-540a0ed8cf26,ef75a0ff-bdb8-41c0-ad9d-78cdb992ae98
93c8aa1b-73ad-42cb-917d-b82ec7bece6f,"2024-02-21 08:48:29.706299","2024-02-21 08:48:29.000000",3,35ae353f-e981-44cb-b6c7-661c2404d066,ead660ab-1d71-4384-b774-04fea487d148,70e6e81b-36d9-4feb-8547-fbb21b1dabc3,a6befc80-0220-446c-aa65-c0d57838b5c4
95b601ec-0857-471c-b276-00cee46e1e92,"2023-09-29 09:13:16.589279","2023-09-29 09:13:16.000000",3,5f0530a0-230d-4e82-b1a5-e51b6b764520,65fb4c4d-532f-45b4-877a-4eb2addaeb05,7735980c-e464-4caf-b2d8-6c329abd95e4,c69fa487-449b-4782-bee2-55b995cdbdb7
9ad3b09f-304a-4d3e-8a7d-8907e843dc6a,"2023-10-11 14:16:59.490668","2023-10-11 14:16:59.000000",3,2ce73eb3-9a07-4646-8c5b-67c4085b4731,f1db41fe-0692-4fc3-80ee-d17c868e0693,cc1c0059-79d8-4d52-81ff-ea5e0b180f6b,05eb22f8-c51e-437e-956c-7b5d5bae618c
9d29e24c-f10b-4af2-aa4d-f3b2b2ed7c87,"2024-06-30 23:18:28.281180","2024-06-30 23:18:28.000000",3,7fce7297-1772-4880-9fd5-28e0a3d8dd9d,77141d8d-9cfd-490d-bdb0-1a2eb2d0f7a3,3017ab10-07f6-4b5f-9c92-54ea2dc48cfd,ce26030b-3a9d-4a59-84e3-60639e03aa0d
9d359b4a-1e00-4d96-b801-9c64ee39a0b0,"2023-10-11 13:04:42.964919","2023-10-11 13:04:43.000000",3,41cf99d9-e841-45e7-96cf-100296f96d77,823cd731-6b06-475c-8abe-e913a7ca5f7e,cc1c0059-79d8-4d52-81ff-ea5e0b180f6b,03bb2d61-a505-4c2f-8b53-0ebef0fe9dab
9d650854-7601-4529-bbca-e1fad57254ae,"2024-06-18 09:41:00.437067","2024-06-18 09:41:00.000000",3,225714f6-5795-4d8b-bc52-92d01c9686fe,a1d7f55e-6cc4-4859-8491-aef3341b1fb9,1b5cb33c-08d5-40ca-bac0-2622e2fffe0c,586af872-faa8-4c16-9f93-dbd54e893e88
9d72a551-1a74-4cd6-bb55-3eb9433b5ac9,"2024-06-03 13:02:58.067918","2024-06-03 13:02:58.000000",3,3226dde2-7e7d-4e3f-b0e5-7f37b553db7c,294f41e6-1910-4731-9625-cf97ce91f98d,b024c1f4-fe89-4334-9ee9-f81f06624b5c,586af872-faa8-4c16-9f93-dbd54e893e88
a648593c-b59e-46a4-860f-3b2f1a4b48f7,"2023-09-29 12:06:42.255680","2023-09-29 12:06:42.000000",3,6a90b3e3-8d02-4cfa-9b6b-e046b2fa5e81,058a8c8a-f3ec-41d9-905d-cfd710dad120,7735980c-e464-4caf-b2d8-6c329abd95e4,e7489c16-3c32-40ed-a244-f96318f9048c
a6e0340d-1335-4bb9-a48f-d8fb7cfdbda8,"2023-12-06 12:36:44.618354","2023-12-06 12:36:44.000000",3,76591c9d-53ca-4d01-8010-fdf5288abf39,27ebbd0e-e613-4d8c-b92f-3a918b45431b,03db200a-1b24-41a0-bc76-f22277b49628,cd178614-7097-4901-bce1-f05e9245bce1
a7d283a5-55db-42dd-bd6f-6d1146fbaf1f,"2024-06-26 08:47:33.191129","2024-06-26 08:47:33.000000",3,f5fc2f46-8bdc-48c5-8f46-982e4e076ad5,3a28fc0e-0f21-47e4-920f-0e50d5369571,3017ab10-07f6-4b5f-9c92-54ea2dc48cfd,e1e63b94-72bb-47f2-b1df-e37ed3dc035e
ab579721-be59-430c-bbdb-47426bacc2c8,"2022-12-22 14:19:25.549276","2022-12-22 14:19:25.000000",3,e06724b1-c7b6-46d8-a02c-7bdd0ca08bb4,ebd128ae-05c3-4587-b223-8d6781abf219,b8f08576-8933-450a-856a-03ba22204efb,76942af9-f45c-4514-903b-df31f84ccc45
acbb8c37-cdb7-4b1a-9ba5-94751e7849bf,"2024-02-12 13:27:49.820244","2024-02-12 13:27:49.000000",3,4ca503a2-6af9-4e6b-860c-805e1449ce56,89251ba8-1ccb-4af9-ab29-6b2994032d35,aef6eb84-f477-43a9-85b2-d8252a8cdf2b,ce26030b-3a9d-4a59-84e3-60639e03aa0d
aeb2a4a4-b5d5-4b8c-b63d-a8af3c7bc835,"2023-07-11 10:18:58.892359","2023-07-11 10:18:58.000000",3,32d45950-537d-4895-825d-bf3d0b7a13c9,bc755df1-1827-4802-a357-74b691da3db0,9159e964-d084-422c-be12-e67cd99d01dc,c0b35036-4e70-43c6-8ae4-7857cd7bc00a
af2c26aa-ccd4-4d2f-a644-77b20256f470,"2023-11-22 12:40:41.359857","2023-11-22 12:40:41.000000",3,b895132e-5caa-4884-a61f-e8819e1d2360,2fc61463-d16e-4342-94c0-0ec18644e2da,70e6e81b-36d9-4feb-8547-fbb21b1dabc3,e8f92fb0-ac92-4fab-b00c-01f97c43f478
b2828a89-62e1-430d-9873-580e699d1753,"2023-08-31 08:09:29.286658","2023-08-31 08:09:29.000000",3,44d07295-87ee-4dc0-8676-93a8d122345c,ebf5004c-51e3-42ef-a863-feaa860e3b40,86d82fe6-1be4-4ca0-b4ea-6b1bcbfd9b38,f022a751-8000-4b3e-8486-b22cf296aa3b
b287730f-18b0-4f10-ae17-174a982f5c4f,"2024-06-28 23:37:42.624941","2024-06-28 23:37:42.000000",3,81c3fc60-073d-45d6-8cff-10b967e1f071,20b879db-8232-45e3-9778-0f3b9015ea3d,efea4dfb-af17-411c-bf28-e42b390eebb0,32fc3e82-b10c-495d-b7a2-ddf4477ecfed
b36734ad-28dd-4c79-84c6-89593919beda,"2023-08-24 19:26:52.438372","2023-08-24 19:26:52.000000",3,00cfae0f-214c-4a6b-bbc2-b79a9035b804,cc848ee3-e8fc-4642-90e8-cdf838d3db08,2de21941-a21f-4cfc-a076-3aa3bc74157e,2ac543a8-3a8f-443a-ae21-efe81926b540
b99c5693-a703-4744-9151-8b5c2896b028,"2023-08-31 09:42:25.023432","2023-08-31 09:42:25.000000",3,3ce73e4e-7d2a-4d20-9287-762ec532d6a7,1e55ea36-fa9d-4b7e-9cd6-66839f840cb7,86d82fe6-1be4-4ca0-b4ea-6b1bcbfd9b38,d49347b2-2149-4808-90d5-53584d7c1520
c2238e1c-84a7-43ae-8909-d024bac1ce74,"2024-07-05 13:58:39.323648","2024-07-05 13:58:39.000000",3,abf4d9bc-9bbc-4d40-98bf-7e5a172b1778,1b796c8f-7552-43ec-aa20-fbd21c5f8523,d61fe394-3182-42cf-8835-d582086bc912,5738e3c8-6dac-45e3-8a6f-b77f97935a86
c3098626-cd0c-42c1-9ad8-b03cc6932fc5,"2024-02-09 13:02:37.690362","2024-02-09 13:02:37.000000",3,bd74f03a-4666-4494-9f5d-75f4fb00ad89,c74bf042-081b-4a4f-b983-f392f8f0bde3,d4a98e34-e521-435c-88b3-45ca06ce3d84,ab1a222a-9ebb-4692-84cf-3d37877c1ae5
c460ab35-a6b4-4baf-8d8e-a2a3b6e76d9e,"2024-06-27 06:23:52.628296","2024-06-27 06:23:52.000000",3,dc9a31b0-258e-4e2d-b8ae-725614b49d91,3ba23ba6-3672-4b04-b7da-14ecbeec2569,efea4dfb-af17-411c-bf28-e42b390eebb0,ada83ce1-97f5-4807-b350-6286a266737d
