id,createdDate,updatedDate,version,authorizationId,tagsetTemplateSetId,timelineId,innovationFlowId,groupsStr
a7d1216d-269d-43d3-8a1b-d1e461b6f1a2,"2024-02-09 13:47:31.648664","2024-02-09 13:47:31.648664",1,296d7e08-047d-467e-85fd-93ba03104609,394643bf-54da-46f9-a858-ccd764407312,436b734f-7b12-45f1-ae5e-999c2f8ec17b,NULL,[]
bfe853dd-85ec-45fc-ba08-4128891386af,"2024-02-09 13:52:28.254978","2024-02-09 13:52:28.254978",1,9bd182b2-6c8c-4f32-a66e-ab105698fac0,009eeae9-1ddc-4f8f-8492-9a16e1411c41,f5b7e11d-c6de-4ffa-9ba8-80e5c95f5378,NULL,[]
