id,createdDate,updatedDate,version,name,uri,description,authorizationId,profileId
5cd4c7a6-51d6-496d-bf22-83cf32df3a41,"2022-07-13 14:14:30.547292","2022-07-13 14:14:30.000000",3,website,https://sdgs.un.org/goals,"The hub website",954bd735-cb01-4c1f-b825-366d91efe1d7,NULL
